,Course,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Course_Label
2342,BSED SS,96.08,96.76,80.93,53.82,63.1,92.51,32
2343,BSED SS,90.77,98.7,99.14,44.18,72.9,93.85,32
2344,BSED SS,95.51,71.99,85.06,34.54,72.9,88.7,32
2345,BSED SS,80.58,92.88,91.97,89.31,20.6,85.57,32
2346,BSED SS,83.47,92.88,80.93,44.18,72.9,84.19,32
2347,BSED SS,58.56,90.94,98.58,79.96,83.75,85.57,32
2348,BSED SS,94.81,94.82,66.81,14.31,26.06,84.19,32
2349,BSED SS,88.66,66.85,76.79,79.96,91.68,88.22,32
2350,BSED SS,86.35,92.88,89.19,34.54,87.72,88.22,32
2351,BSED SS,86.35,90.94,80.93,84.63,87.72,90.13,32
2352,BSED SS,89.71,87.4,80.93,24.91,72.9,84.88,32
2354,BSED SS,91.83,90.94,44.12,84.63,63.1,87.64,32
2355,BSED VEDUC,87.6,90.94,76.79,44.18,79.78,85.57,33
2356,BSED VEDUC,76.83,92.88,76.79,53.82,97.87,85.57,33
2357,BSED VEDUC,83.47,77.12,66.81,79.96,63.1,82.12,33
2358,BSED VEDUC,93.41,82.26,85.06,70.61,87.72,91.56,33
2359,BSED VEDUC,78.85,61.11,85.06,79.96,26.06,76.98,33
2360,BSED VEDUC,68.5,54.75,91.97,70.61,72.9,76.07,33
2361,BSED VEDUC,86.35,87.4,36.55,44.18,79.78,79.72,33
2362,BSED VEDUC,74.8,87.4,89.19,92.22,79.78,86.95,33
2363,BSED VEDUC,87.6,61.11,44.12,63.45,63.1,76.98,33
2364,BSED VEDUC,74.8,87.4,76.79,70.61,33.69,76.98,33
2365,BSED VEDUC,87.6,87.4,76.79,34.54,95.65,86.95,33
2366,BSED VEDUC,90.77,77.12,72.66,44.18,72.9,84.19,33
2368,BSNE,93.41,90.94,91.97,92.22,83.75,94.48,38
2369,BSNE,72.78,82.26,85.06,79.96,53.29,80.63,38
2370,BSNE,86.35,54.75,80.93,34.54,72.9,78.81,38
2371,BSNE,72.78,48.4,72.66,75.28,53.29,71.42,38
2372,BSNE,84.91,77.12,4.27,89.31,97.87,82.12,38
2374,BSNE,83.47,92.88,93.41,89.31,63.1,90.13,38
2375,BSNE,70.75,77.12,51.68,6.59,63.1,62.48,38
2376,BSNE,86.35,71.99,51.68,63.45,43.49,76.98,38
2377,BSNE,68.5,90.94,94.84,44.18,87.72,83.5,38
2378,BSNE,76.83,82.26,44.12,24.91,33.69,66.95,38
2379,BSNE,72.78,77.12,44.12,63.45,53.29,70.3,38
2380,BSNE,72.78,90.94,66.81,34.54,63.1,74.25,38
2381,BSNE,90.77,54.75,59.25,24.91,83.75,79.72,38
2382,BSNE,76.83,42.05,44.12,79.96,63.1,70.3,38
2383,BSNE,84.91,61.11,72.66,84.63,79.78,83.5,38
2384,BSNE,89.71,77.12,51.68,24.91,20.6,74.25,38
2386,BSNE,74.8,48.4,72.66,84.63,83.75,77.9,38
2387,BSNE,80.58,82.26,44.12,63.45,63.1,76.07,38
2388,BSNE,58.56,66.85,76.79,84.63,53.29,71.42,38
2389,BSNE,66.01,92.88,66.81,34.54,79.78,74.25,38
2390,BSNE,76.83,48.4,85.06,89.31,97.87,84.88,38
2391,BSNE,78.85,30.03,72.66,44.18,95.65,74.25,38
2392,BSNE,82.02,92.88,89.19,14.31,72.9,82.12,38
2393,BSNE,80.58,48.4,66.81,75.28,79.78,76.98,38
2394,BSNE,55.84,66.85,59.25,84.63,72.9,69.19,38
2395,BSNE,76.83,90.94,72.66,34.54,26.06,73.34,38
2396,BSNE,66.01,90.94,72.66,53.82,53.29,73.34,38
2397,BSNE,70.75,71.99,72.66,89.31,63.1,77.9,38
2398,BSNE,70.75,98.7,80.93,44.18,53.29,79.72,38
2399,BSNE,74.8,77.12,66.81,63.45,63.1,75.16,38
2400,BSNE,76.83,35.7,93.41,79.96,79.78,80.63,38
2402,BSNE,84.91,71.99,72.66,24.91,63.1,76.98,38
2403,BSNE,83.47,66.85,85.06,70.61,83.75,84.19,38
2404,BSNE,52.9,54.75,89.19,75.28,87.72,73.34,38
2405,BSNE,92.71,82.26,66.81,75.28,26.06,84.88,38
