,Course,College,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,SUM,AVG,English,Quanty
1619,BS ACCTNG,CLA,94.81,96.76,89.19,89.31,87.72,95.73,457.79,91.558,191.57,177.03
1633,BS ACCTNG,CLA,98.41,92.88,91.97,34.54,91.68,95.73,409.48,81.896,191.29,126.22
1817,BS PSYCH,CLA,92.71,96.76,96.28,89.31,83.75,95.73,458.81,91.762,189.47,173.06
2045,BSN,CN,98.41,94.82,59.25,93.38,72.9,95.73,418.76,83.752,193.23,166.28
2091,BSN,CN,94.81,92.88,91.97,92.22,87.72,95.73,459.6,91.92,187.69,179.94
2105,BSN,CN,96.95,87.4,85.06,75.28,98.34,95.73,443.03,88.606,184.35,173.62
2317,BS BIO,CSM,92.71,92.88,85.06,89.31,99.28,95.73,459.24,91.848,185.59,188.59
2435,BS PHYSICS,CSM,99.64,82.26,80.93,79.96,43.49,95.73,386.28,77.256,181.9,123.45
2747,BSED,CTE,98.41,87.4,89.19,75.28,83.75,95.73,434.03,86.806,185.81,159.03
2773,BSED,CTE,98.9,82.26,89.19,84.63,63.1,95.73,418.08,83.616,181.16,147.73
57,BS ARCH,College of Architecture,97.83,92.88,89.19,63.45,95.65,95.98,439,87.8,190.71,159.1
130,BS ARCH,College of Architecture,92.71,90.94,98.86,94.54,72.9,95.98,449.95,89.99,183.65,167.44
158,BS ARCH,College of Architecture,99.32,66.85,85.06,84.63,83.75,95.98,419.61,83.922,166.17,168.38
419,BS CRIM,CCJE,94.81,96.76,94.84,79.96,87.72,95.98,454.09,90.818,191.57,167.68
577,BS CE,COE,96.95,90.94,89.19,94.54,72.9,95.98,444.52,88.904,187.89,167.44
653,BS EE,COE,92.71,92.88,96.28,93.38,87.72,95.98,462.97,92.594,185.59,181.1
733,BS GE,COE,94.81,66.85,89.19,98.29,91.68,95.98,440.82,88.164,161.66,189.97
1339,AB POLSCI,CLA,97.39,87.4,89.19,75.28,97.87,95.98,447.13,89.426,184.79,173.15
1492,BA POLSCI,CLA,96.08,98.7,98.86,18.16,91.68,95.98,403.48,80.696,194.78,109.84
1850,BSN,CN,90.77,94.82,96.28,95.71,83.75,95.98,461.33,92.266,185.59,179.46
1927,BSN,CN,94.81,94.82,85.06,92.22,95.65,95.98,462.56,92.512,189.63,187.87
1995,BSN,CN,92.71,94.82,80.93,97.62,91.68,95.98,457.76,91.552,187.53,189.3
2028,BSN,CN,96.08,94.82,89.19,84.63,91.68,95.98,456.4,91.28,190.9,176.31
2030,BSN,CN,99.14,94.82,72.66,75.28,79.78,95.98,421.68,84.336,193.96,155.06
2075,BSN,CN,96.08,77.12,91.97,93.38,95.65,95.98,454.2,90.84,173.2,189.03
2098,BSN,CN,98.17,87.4,93.41,79.96,79.78,95.98,438.72,87.744,185.57,159.74
2276,BS BIO,CSM,96.95,92.88,80.93,92.22,87.72,95.98,450.7,90.14,189.83,179.94
2441,BS PHYSICS,CSM,88.66,77.12,99.43,97.95,79.78,95.98,442.94,88.588,165.78,177.73
2749,BSED,CTE,96.52,92.88,80.93,93.38,87.72,95.98,451.43,90.286,189.4,181.1
118,BS ARCH,College of Architecture,96.52,87.4,93.41,84.63,95.65,96.17,457.61,91.522,183.92,180.28
524,BS CE,COE,98.17,96.76,66.81,89.31,87.72,96.17,438.77,87.754,194.93,177.03
581,BS CE,COE,96.52,94.82,72.66,92.22,97.87,96.17,454.09,90.818,191.34,190.09
639,BS ECE,COE,89.71,94.82,89.19,98.63,87.72,96.17,460.07,92.014,184.53,186.35
803,BS ME,COE,91.83,94.82,89.19,94.54,98.34,96.17,468.72,93.744,186.65,192.88
820,BS SE,COE,97.83,87.4,89.19,92.22,83.75,96.17,450.39,90.078,185.23,175.97
841,BS SE,COE,94.81,90.94,98.58,92.22,79.78,96.17,456.33,91.266,185.75,172
997,BSHM,CHE,94.81,90.94,98.58,79.96,91.68,96.17,455.97,91.194,185.75,171.64
1068,BSCS,CCS,94.81,90.94,93.41,89.31,97.87,96.17,466.34,93.268,185.75,187.18
1426,AB POLSCI,CLA,97.83,90.94,89.19,84.63,87.72,96.17,450.31,90.062,188.77,172.35
1596,BS ACCTNG,CLA,94.11,96.76,98.86,75.28,83.75,96.17,448.76,89.752,190.87,159.03
1764,BS PSYCH,CLA,96.08,90.94,98.58,75.28,87.72,96.17,448.6,89.72,187.02,163
1847,BSN,CN,97.39,98.7,85.06,84.63,79.78,96.17,445.56,89.112,196.09,164.41
2077,BSN,CN,90.77,87.4,98.86,92.22,97.87,96.17,467.12,93.424,178.17,190.09
2753,BSED,CTE,96.52,87.4,91.97,94.54,83.75,96.17,454.18,90.836,183.92,178.29
558,BS CE,COE,98.17,54.75,93.41,95.71,87.72,96.35,429.76,85.952,152.92,183.43
564,BS CE,COE,96.08,82.26,93.41,96.87,83.75,96.35,452.37,90.474,178.34,180.62
578,BS CE,COE,94.11,90.94,91.97,96.87,91.68,96.35,465.57,93.114,185.05,188.55
610,BS COE,COE,94.11,96.76,91.97,92.22,95.65,96.35,470.71,94.142,190.87,187.87
672,BS EE,COE,89.71,92.88,96.28,94.54,98.34,96.35,471.75,94.35,182.59,192.88
705,BS ENE,COE,96.08,96.76,89.19,93.38,83.75,96.35,459.16,91.832,192.84,177.13
1332,AB JOURN,CLA,95.51,90.94,91.97,96.87,83.75,96.35,459.04,91.808,186.45,180.62
1582,BS ACCTNG,CLA,91.83,94.82,85.06,98.29,91.68,96.35,461.68,92.336,186.65,189.97
1617,BS ACCTNG,CLA,91.83,77.12,94.84,98.29,95.65,96.35,457.73,91.546,168.95,193.94
1645,BS ACCTNG,CLA,96.52,92.88,89.19,94.54,83.75,96.35,456.88,91.376,189.4,178.29
1834,BSN,CN,89.71,82.26,94.84,98.29,97.87,96.35,462.97,92.594,171.97,196.16
1871,BSN,CN,98.41,92.88,76.79,84.63,91.68,96.35,444.39,88.878,191.29,176.31
1903,BSN,CN,97.39,99.7,91.97,75.28,79.78,96.35,444.12,88.824,197.09,155.06
1964,BSN,CN,96.95,92.88,89.19,92.22,87.72,96.35,458.96,91.792,189.83,179.94
2002,BSN,CN,96.52,94.82,94.84,70.61,95.65,96.35,452.44,90.488,191.34,166.26
2008,BSN,CN,96.08,92.88,98.86,75.28,83.75,96.35,446.85,89.37,188.96,159.03
2025,BSN,CN,96.08,92.88,93.41,92.22,87.72,96.35,462.31,92.462,188.96,179.94
2277,BS BIO,CSM,99.14,87.4,89.19,70.61,87.72,96.35,434.06,86.812,186.54,158.33
2398,BS CHEM,CSM,89.71,92.88,98.86,93.38,95.65,96.35,470.48,94.096,182.59,189.03
314,BS CRIM,CCJE,96.08,96.76,80.93,97.62,79.78,96.54,451.17,90.234,192.84,177.4
1612,BS ACCTNG,CLA,96.08,82.26,91.97,93.38,98.34,96.54,462.03,92.406,178.34,191.72
1613,BS ACCTNG,CLA,98.17,96.76,91.97,75.28,83.75,96.54,445.93,89.186,194.93,159.03
1940,BSN,CN,90.77,92.88,94.84,97.95,91.68,96.54,468.12,93.624,183.65,189.63
1972,BSN,CN,96.52,77.12,89.19,98.63,79.78,96.54,441.24,88.248,173.64,178.41
1978,BSN,CN,88.66,94.82,93.41,98.29,95.65,96.54,470.83,94.166,183.48,193.94
2394,BS CHEM,CSM,88.66,87.4,93.41,99.34,91.68,96.54,460.49,92.098,176.06,191.02
2787,BSED,CTE,96.08,94.82,98.86,89.31,63.1,96.54,442.17,88.434,190.9,152.41
70,BS ARCH,College of Architecture,97.83,92.88,76.79,96.87,83.75,96.72,448.12,89.624,190.71,180.62
180,BS ARCH,College of Architecture,94.81,98.7,85.06,95.71,91.68,96.72,465.96,93.192,193.51,187.39
560,BS CE,COE,90.77,90.94,98.86,97.95,83.75,96.72,462.27,92.454,181.71,181.7
666,BS EE,COE,92.71,82.26,94.84,98.63,91.68,96.72,460.12,92.024,174.97,190.31
773,BS ME,COE,94.11,90.94,99.71,95.71,53.29,96.72,433.76,86.752,185.05,149
1019,BSHM,CHE,97.39,92.88,91.97,75.28,98.34,96.72,455.86,91.172,190.27,173.62
1429,AB POLSCI,CLA,98.9,96.76,76.79,89.31,79.78,96.72,441.54,88.308,195.66,169.09
1838,BSN,CN,95.51,66.85,99.14,94.54,91.68,96.72,447.72,89.544,162.36,186.22
1891,BSN,CN,96.95,96.76,76.79,97.62,79.78,96.72,447.9,89.58,193.71,177.4
1982,BSN,CN,94.11,87.4,98.86,94.54,87.72,96.72,462.63,92.526,181.51,182.26
2054,BSN,CN,98.41,87.4,91.97,92.22,83.75,96.72,453.75,90.75,185.81,175.97
2377,BS CHEM,CSM,96.52,94.82,97.72,63.45,97.87,96.72,450.38,90.076,191.34,161.32
542,BS CE,COE,97.39,94.82,97.72,53.82,97.87,96.9,441.62,88.324,192.21,151.69
567,BS CE,COE,96.08,87.4,94.84,93.38,97.87,96.9,469.57,93.914,183.48,191.25
574,BS CE,COE,96.95,92.88,93.41,92.22,91.68,96.9,467.14,93.428,189.83,183.9
698,BS ENE,COE,96.52,94.82,89.19,93.38,95.65,96.9,469.56,93.912,191.34,189.03
770,BS ME,COE,96.95,87.4,85.06,94.54,98.34,96.9,462.29,92.458,184.35,192.88
829,BS SE,COE,96.08,90.94,76.79,98.29,95.65,96.9,457.75,91.55,187.02,193.94
1098,BSCS,CCS,92.71,94.82,96.28,92.22,98.81,96.9,474.84,94.968,187.53,191.03
1970,BSN,CN,98.17,92.88,80.93,94.54,87.72,96.9,454.24,90.848,191.05,182.26
2109,BSN,CN,90.77,90.94,99.43,93.38,97.87,96.9,472.39,94.478,181.71,191.25
2305,BS BIO,CSM,97.83,90.94,94.84,95.71,63.1,96.9,442.42,88.484,188.77,158.81
2736,BEED,CTE,96.52,90.94,89.19,97.62,87.72,96.9,461.99,92.398,187.46,185.34
813,BS ME,COE,96.95,96.76,93.41,94.54,79.78,97.09,461.44,92.288,193.71,174.32
1620,BS ACCTNG,CLA,98.9,96.76,66.81,94.54,83.75,97.09,440.76,88.152,195.66,178.29
1647,BS ACCTNG,CLA,98.65,98.7,72.66,79.96,97.87,97.09,447.84,89.568,197.35,177.83
1812,BS PSYCH,CLA,96.52,94.82,94.84,89.31,95.65,97.09,471.14,94.228,191.34,184.96
1895,BSN,CN,97.39,92.88,91.97,97.62,72.9,97.09,452.76,90.552,190.27,170.52
2062,BSN,CN,98.41,94.82,85.06,92.22,87.72,97.09,458.23,91.646,193.23,179.94
601,BS COE,COE,92.71,98.7,94.84,98.29,83.75,97.27,468.29,93.658,191.41,182.04
1039,BSCS,CCS,97.39,94.82,93.41,92.22,91.68,97.27,469.52,93.904,192.21,183.9
1649,BS ACCTNG,CLA,98.17,94.82,93.41,93.38,79.78,97.27,459.56,91.912,192.99,173.16
1844,BSN,CN,98.9,94.82,72.66,75.28,99.28,97.27,440.94,88.188,193.72,174.56
2108,BSN,CN,96.08,98.7,96.28,79.96,97.87,97.27,468.89,93.778,194.78,177.83
2336,BS BIO,CSM,96.08,96.76,89.19,93.38,98.34,97.27,473.75,94.75,192.84,191.72
2360,BS BIO,CSM,97.39,87.4,93.41,98.29,72.9,97.27,449.39,89.878,184.79,171.19
2788,BSED,CTE,94.11,90.94,96.28,96.87,97.87,97.27,476.07,95.214,185.05,194.74
484,BS ABE,COE,99.32,94.82,80.93,75.28,97.87,97.46,448.22,89.644,194.14,173.15
525,BS CE,COE,93.41,87.4,98.86,98.97,79.78,97.46,458.42,91.684,180.81,178.75
551,BS CE,COE,96.08,92.88,97.72,94.54,91.68,97.46,472.9,94.58,188.96,186.22
568,BS CE,COE,96.52,82.26,96.28,97.62,91.68,97.46,464.36,92.872,178.78,189.3
642,BS EE,COE,98.65,87.4,96.28,84.63,91.68,97.46,458.64,91.728,186.05,176.31
660,BS EE,COE,96.95,90.94,76.79,98.29,97.87,97.46,460.84,92.168,187.89,196.16
762,BS ME,COE,96.08,99.7,97.72,84.63,91.68,97.46,469.81,93.962,195.78,176.31
815,BS SE,COE,97.39,96.76,93.41,93.38,87.72,97.46,468.66,93.732,194.15,181.1
845,BSIE,COE,99.32,92.88,89.19,79.96,91.68,97.46,453.03,90.606,192.2,171.64
1009,BSHM,CHE,94.11,82.26,99.43,97.95,83.75,97.46,457.5,91.5,176.37,181.7
1346,AB POLSCI,CLA,93.41,96.76,93.41,98.63,87.72,97.46,469.93,93.986,190.17,186.35
1803,BS PSYCH,CLA,99.85,90.94,89.19,53.82,87.72,97.46,421.52,84.304,190.79,141.54
1873,BSN,CN,98.17,94.82,96.28,70.61,97.87,97.46,457.75,91.55,192.99,168.48
1998,BSN,CN,95.51,94.82,96.28,95.71,91.68,97.46,474,94.8,190.33,187.39
2320,BS BIO,CSM,99.32,96.76,89.19,53.82,97.87,97.46,436.96,87.392,196.08,151.69
2769,BSED,CTE,96.95,96.76,91.97,95.71,87.72,97.46,469.11,93.822,193.71,183.43
123,BS ARCH,College of Architecture,91.83,98.7,96.28,97.62,97.87,97.64,482.3,96.46,190.53,195.49
949,BS ND,CHE,98.9,90.94,93.41,89.31,91.68,97.64,464.24,92.848,189.84,180.99
1581,BS ACCTNG,CLA,94.11,94.82,97.72,93.38,98.81,97.64,478.84,95.768,188.93,192.19
1815,BS PSYCH,CLA,99.14,94.82,85.06,92.22,87.72,97.64,458.96,91.792,193.96,179.94
2014,BSN,CN,98.41,92.88,89.19,97.62,79.78,97.64,457.88,91.576,191.29,177.4
2031,BSN,CN,98.17,96.76,97.72,79.96,87.72,97.64,460.33,92.066,194.93,167.68
2039,BSN,CN,98.9,90.94,94.84,89.31,87.72,97.64,461.71,92.342,189.84,177.03
2255,BS BIO,CSM,99.14,94.82,94.84,63.45,95.65,97.64,447.9,89.58,193.96,159.1
2449,BS STAT,CSM,95.51,98.7,97.72,96.87,79.78,97.64,468.58,93.716,194.21,176.65
2759,BSED,CTE,94.11,90.94,97.72,99.2,79.78,97.64,461.75,92.35,185.05,178.98
73,BS ARCH,College of Architecture,91.83,87.4,97.72,99.2,97.87,97.8,474.02,94.804,179.23,197.07
528,BS CE,COE,97.83,98.7,97.72,92.22,79.78,97.8,466.25,93.25,196.53,172
704,BS ENE,COE,96.52,99.7,89.19,94.54,97.87,97.8,477.82,95.564,196.22,192.41
764,BS ME,COE,91.83,92.88,98.86,99.2,83.75,97.8,466.52,93.304,184.71,182.95
1628,BS ACCTNG,CLA,98.17,92.88,91.97,94.54,95.65,97.8,473.21,94.642,191.05,190.19
1630,BS ACCTNG,CLA,97.39,87.4,94.84,96.87,95.65,97.8,472.15,94.43,184.79,192.52
1659,BS ACCTNG,CLA,95.51,94.82,96.28,96.87,95.65,97.8,479.13,95.826,190.33,192.52
1945,BSN,CN,98.41,92.88,91.97,93.38,95.65,97.8,472.29,94.458,191.29,189.03
2018,BSN,CN,92.71,94.82,99.43,97.62,87.72,97.8,472.3,94.46,187.53,185.34
2342,BS BIO,CSM,98.41,96.76,80.93,97.62,83.75,97.8,457.47,91.494,195.17,181.37
2419,BS MATH,CSM,96.08,66.85,96.28,99.34,91.68,97.8,450.23,90.046,162.93,191.02
2437,BS PHYSICS,CSM,96.52,92.88,93.41,97.62,95.65,97.8,476.08,95.216,189.4,193.27
522,BS CE,COE,88.66,96.76,99.14,99.2,87.72,97.92,471.48,94.296,185.42,186.92
530,BS CE,COE,88.66,94.82,98.58,99.2,97.87,97.92,479.13,95.826,183.48,197.07
665,BS EE,COE,90.77,87.4,97.72,99.85,83.75,97.92,459.49,91.898,178.17,183.6
784,BS ME,COE,97.39,90.94,94.84,97.62,91.68,97.92,472.47,94.494,188.33,189.3
1222,AB ENG,CLA,99.42,94.82,91.97,84.63,87.72,97.92,458.56,91.712,194.24,172.35
1629,BS ACCTNG,CLA,99.32,82.26,93.41,94.54,87.72,97.92,457.25,91.45,181.58,182.26
1646,BS ACCTNG,CLA,97.83,94.82,97.72,93.38,87.72,97.92,471.47,94.294,192.65,181.1
1892,BSN,CN,95.51,82.26,96.28,98.63,97.87,97.92,470.55,94.11,177.77,196.5
1957,BSN,CN,99.14,96.76,93.41,84.63,87.72,97.92,461.66,92.332,195.9,172.35
2258,BS BIO,CSM,96.08,96.76,97.72,95.71,91.68,97.92,477.95,95.59,192.84,187.39
499,BS CE,COE,96.08,94.82,94.84,97.62,97.87,98.05,481.23,96.246,190.9,195.49
633,BS ECE,COE,94.81,90.94,97.72,97.62,98.81,98.05,479.9,95.98,185.75,196.43
727,BS GE,COE,97.39,94.82,93.41,97.62,91.68,98.05,474.92,94.984,192.21,189.3
807,BS ME,COE,96.08,96.76,89.19,98.29,97.87,98.05,478.19,95.638,192.84,196.16
1714,BS ECO,CLA,82.02,90.94,99.98,99.47,83.75,98.05,456.16,91.232,172.96,183.22
511,BS CE,COE,98.17,87.4,97.72,94.54,97.87,98.18,475.7,95.14,185.57,192.41
557,BS CE,COE,98.9,90.94,94.84,96.87,83.75,98.18,465.3,93.06,189.84,180.62
586,BS CE,COE,95.51,96.76,94.84,97.95,97.87,98.18,482.93,96.586,192.27,195.82
767,BS ME,COE,93.41,94.82,99.14,98.29,91.68,98.18,477.34,95.468,188.23,189.97
1901,BSN,CN,97.83,87.4,91.97,97.95,98.34,98.18,473.49,94.698,185.23,196.29
1959,BSN,CN,98.17,98.7,98.86,75.28,95.65,98.18,466.66,93.332,196.87,170.93
2020,BSN,CN,96.52,96.76,94.84,93.38,99.28,98.18,480.78,96.156,193.28,192.66
2070,BSN,CN,98.41,94.82,99.14,94.54,63.1,98.18,450.01,90.002,193.23,157.64
2381,BS CHEM,CSM,97.39,90.94,99.14,94.54,91.68,98.18,473.69,94.738,188.33,186.22
316,BS CRIM,CCJE,95.51,92.88,99.43,98.29,83.75,98.31,469.86,93.972,188.39,182.04
600,BS COE,COE,96.95,61.11,99.14,97.95,98.81,98.31,453.96,90.792,158.06,196.76
739,BS IME,COE,92.71,98.7,94.84,98.29,99.28,98.31,483.82,96.764,191.41,197.57
1782,BS PSYCH,CLA,98.17,96.76,97.72,94.54,87.72,98.31,474.91,94.982,194.93,182.26
1906,BSN,CN,97.83,98.7,98.58,93.38,87.72,98.31,476.21,95.242,196.53,181.1
1961,BSN,CN,98.41,99.77,94.84,79.96,97.87,98.31,470.85,94.17,198.18,177.83
2022,BSN,CN,97.83,98.7,96.28,75.28,99.75,98.31,467.84,93.568,196.53,175.03
517,BS CE,COE,98.9,90.94,97.72,95.71,87.72,98.43,470.99,94.198,189.84,183.43
583,BS CE,COE,95.51,96.76,96.28,99.47,79.78,98.43,467.8,93.56,192.27,179.25
728,BS GE,COE,94.81,82.26,94.84,99.83,95.65,98.43,467.39,93.478,177.07,195.48
761,BS ME,COE,97.39,82.26,93.41,99.34,95.65,98.43,468.05,93.61,179.65,194.99
1864,BSN,CN,99.32,98.7,97.72,79.96,87.72,98.43,463.42,92.684,198.02,167.68
1875,BSN,CN,97.39,90.94,98.86,94.54,98.34,98.43,480.07,96.014,188.33,192.88
1913,BSN,CN,97.39,92.88,99.14,96.87,87.72,98.43,474,94.8,190.27,184.59
1951,BSN,CN,99.32,99.7,94.84,84.63,87.72,98.43,466.21,93.242,199.02,172.35
2015,BSN,CN,98.17,94.82,97.72,93.38,97.87,98.43,481.96,96.392,192.99,191.25
2397,BS CHEM,CSM,96.08,96.76,97.72,98.29,91.68,98.43,480.53,96.106,192.84,189.97
107,BS ARCH,College of Architecture,94.81,90.94,98.58,98.97,98.34,98.56,481.64,96.328,185.75,197.31
622,BS ECE,COE,97.83,87.4,91.97,99.34,95.65,98.56,472.19,94.438,185.23,194.99
1640,BS ACCTNG,CLA,96.95,92.88,98.58,97.95,95.65,98.56,482.01,96.402,189.83,193.6
1801,BS PSYCH,CLA,98.65,99.7,98.86,92.22,79.78,98.56,469.21,93.842,198.35,172
1802,BS PSYCH,CLA,99.53,99.7,91.97,75.28,97.87,98.56,464.35,92.87,199.23,173.15
1912,BSN,CN,96.95,90.94,98.86,97.62,97.87,98.56,482.24,96.448,187.89,195.49
1953,BSN,CN,98.17,96.76,91.97,99.2,79.78,98.56,465.88,93.176,194.93,178.98
2042,BSN,CN,96.52,98.7,96.28,97.62,97.87,98.56,486.99,97.398,195.22,195.49
2396,BS CHEM,CSM,97.39,99.7,98.86,95.71,83.75,98.56,475.41,95.082,197.09,179.46
2431,BS PHYSICS,CSM,96.08,92.88,96.28,97.95,99.28,98.56,482.47,96.494,188.96,197.23
572,BS CE,COE,99.32,92.88,94.84,92.22,98.34,98.69,477.6,95.52,192.2,190.56
625,BS ECE,COE,94.11,92.88,96.28,99.88,83.75,98.69,466.9,93.38,186.99,183.63
775,BS ME,COE,97.83,87.4,98.58,97.95,97.87,98.69,479.63,95.926,185.23,195.82
783,BS ME,COE,96.52,98.7,91.97,99.2,95.65,98.69,482.04,96.408,195.22,194.85
2080,BSN,CN,94.11,90.94,99.43,97.62,99.75,98.69,481.85,96.37,185.05,197.37
2386,BS CHEM,CSM,97.39,90.94,98.86,98.29,91.68,98.69,477.16,95.432,188.33,189.97
498,BS CE,COE,94.81,94.82,99.94,93.38,98.34,98.81,481.29,96.258,189.63,191.72
515,BS CE,COE,98.17,98.7,94.84,97.95,91.68,98.81,481.34,96.268,196.87,189.63
659,BS EE,COE,97.39,77.12,98.58,99.61,87.72,98.81,460.42,92.084,174.51,187.33
788,BS ME,COE,96.08,99.77,99.14,95.71,95.65,98.81,486.35,97.27,195.85,191.36
1578,BS ACCTNG,CLA,99.82,96.76,91.97,79.96,97.87,98.81,466.38,93.276,196.58,177.83
1585,BS ACCTNG,CLA,99.42,96.76,99.14,79.96,87.72,98.81,463,92.6,196.18,167.68
1797,BS PSYCH,CLA,98.9,99.7,91.97,94.54,97.87,98.81,482.98,96.596,198.6,192.41
2364,BS BIO,CSM,99.14,94.82,97.72,89.31,98.34,98.81,479.33,95.866,193.96,187.65
2368,BS BIO,CSM,94.11,94.82,99.71,99.2,87.72,98.81,475.56,95.112,188.93,186.92
508,BS CE,COE,94.11,94.82,94.84,99.75,98.34,98.94,481.86,96.372,188.93,198.09
514,BS CE,COE,96.52,87.4,98.86,99.75,83.75,98.94,466.28,93.256,183.92,183.5
611,BS COE,COE,94.81,87.4,98.58,99.75,97.87,98.94,478.41,95.682,182.21,197.62
765,BS ME,COE,96.08,90.94,94.84,99.34,99.28,98.94,480.48,96.096,187.02,198.62
1652,BS ACCTNG,CLA,97.39,99.7,96.28,99.2,79.78,98.94,472.35,94.47,197.09,178.98
2073,BSN,CN,98.65,82.26,98.86,97.62,97.87,98.94,475.26,95.052,180.91,195.49
64,BS ARCH,College of Architecture,97.83,99.7,89.19,99.2,95.65,99.04,481.57,96.314,197.53,194.85
513,BS CE,COE,97.39,99.7,96.28,99.34,79.78,99.04,472.49,94.498,197.09,179.12
565,BS CE,COE,97.39,96.76,99.14,97.95,91.68,99.04,482.92,96.584,194.15,189.63
575,BS CE,COE,98.17,99.7,93.41,97.62,98.34,99.04,487.24,97.448,197.87,195.96
585,BS CE,COE,93.41,90.94,99.43,99.75,95.65,99.04,479.18,95.836,184.35,195.4
679,BS EE,COE,96.95,87.4,96.28,99.75,95.65,99.04,476.03,95.206,184.35,195.4
1639,BS ACCTNG,CLA,98.41,96.76,80.93,99.34,97.87,99.04,473.31,94.662,195.17,197.21
2349,BS BIO,CSM,98.9,92.88,97.72,94.54,98.81,99.04,482.85,96.57,191.78,193.35
507,BS CE,COE,98.41,87.4,99.14,97.62,98.34,99.1,480.91,96.182,185.81,195.96
563,BS CE,COE,97.39,99.77,94.84,98.63,95.65,99.1,486.28,97.256,197.16,194.28
1188,BSIT,CCS,99.14,92.88,94.84,97.62,98.34,99.1,482.82,96.564,192.02,195.96
1419,AB POLSCI,CLA,98.9,96.76,80.93,98.29,99.28,99.1,474.16,94.832,195.66,197.57
1861,BSN,CN,98.65,82.26,98.58,97.95,98.81,99.1,476.25,95.25,180.91,196.76
1997,BSN,CN,98.9,99.7,80.93,98.29,98.34,99.1,476.16,95.232,198.6,196.63
550,BS CE,COE,97.83,96.76,98.58,98.97,91.68,99.17,483.82,96.764,194.59,190.65
580,BS CE,COE,98.65,90.94,93.41,99.75,87.72,99.17,470.47,94.094,189.59,187.47
1412,AB POLSCI,CLA,99.64,99.7,94.84,89.31,97.87,99.17,481.36,96.272,199.34,187.18
1836,BSN,CN,98.65,94.82,98.58,97.62,97.87,99.17,487.54,97.508,193.47,195.49
1902,BSN,CN,96.95,92.88,99.87,98.63,91.68,99.17,480.01,96.002,189.83,190.31
468,BS ABE,COE,99.64,92.88,96.28,92.22,99.28,99.23,480.3,96.06,192.52,191.5
661,BS EE,COE,98.17,94.82,98.58,99.34,87.72,99.23,478.63,95.726,192.99,187.06
1103,BSCS,CCS,98.41,96.76,98.58,98.29,95.65,99.23,487.69,97.538,195.17,193.94
1573,BS ACCTNG,CLA,96.95,98.7,94.84,99.61,95.65,99.23,485.75,97.15,195.65,195.26
111,BS ARCH,College of Architecture,98.17,98.7,93.41,99.83,83.75,99.3,473.86,94.772,196.87,183.58
543,BS CE,COE,98.17,94.82,93.41,99.34,98.81,99.3,484.55,96.91,192.99,198.15
547,BS CE,COE,99.64,90.94,99.14,93.38,97.87,99.3,480.97,96.194,190.58,191.25
1990,BSN,CN,99.14,98.7,97.72,96.87,97.87,99.3,490.3,98.06,197.84,194.74
2044,BSN,CN,99.64,92.88,96.28,97.95,91.68,99.3,478.43,95.686,192.52,189.63
569,BS CE,COE,97.83,94.82,97.72,99.61,95.65,99.36,485.63,97.126,192.65,195.26
2326,BS BIO,CSM,97.83,96.76,99.89,98.29,87.72,99.36,480.49,96.098,194.59,186.01
518,BS CE,COE,99.74,94.82,94.84,97.95,95.65,99.42,483,96.6,194.56,193.6
1608,BS ACCTNG,CLA,98.17,96.76,96.28,99.2,98.81,99.42,489.22,97.844,194.93,198.01
2250,BS BIO,CSM,99.42,99.7,94.84,98.63,87.72,99.42,480.31,96.062,199.12,186.35
1184,BSIT,CCS,99.32,92.88,98.86,97.62,98.81,99.49,487.49,97.498,192.2,196.43
1759,BS PSYCH,CLA,99.82,94.82,99.71,89.31,95.65,99.49,479.31,95.862,194.64,184.96
2347,BS BIO,CSM,98.65,98.7,96.28,99.34,95.65,99.49,488.62,97.724,197.35,194.99
516,BS CE,COE,99.14,96.76,91.97,99.2,99.28,99.55,486.35,97.27,195.9,198.48
1631,BS ACCTNG,CLA,99.74,99.7,94.84,96.87,97.87,99.55,489.02,97.804,199.44,194.74
2112,BSN,CN,99.32,98.7,94.84,98.97,97.87,99.55,489.7,97.94,198.02,196.84
1432,AB POLSCI,CLA,99.89,99.77,93.41,93.38,98.34,99.62,484.79,96.958,199.66,191.72
2004,BSN,CN,98.41,96.76,99.14,98.63,98.81,99.62,491.75,98.35,195.17,197.44
808,BS ME,COE,99.74,96.76,98.58,97.95,97.87,99.68,490.9,98.18,196.5,195.82
1994,BSN,CN,99.89,98.7,99.71,93.38,87.72,99.68,479.4,95.88,198.59,181.1
164,BS ARCH,College of Architecture,99.64,98.7,98.58,98.63,97.87,99.72,493.42,98.684,198.34,196.5
1655,BS ACCTNG,CLA,99.74,96.76,99.14,98.63,91.68,99.72,485.95,97.19,196.5,190.31
2264,BS BIO,CSM,99.53,92.88,99.43,98.29,98.81,99.72,488.94,97.788,192.41,197.1
2382,BS CHEM,CSM,99.85,87.4,99.14,99.47,87.72,99.74,473.58,94.716,187.25,187.19
1933,BSN,CN,99.42,94.82,99.89,99.2,91.68,99.76,485.01,97.002,194.24,190.88
2047,BSN,CN,99.32,94.82,99.43,99.47,98.81,99.8,491.85,98.37,194.14,198.28
1096,BSCS,CCS,99.42,94.82,99.92,98.97,98.34,99.82,491.47,98.294,194.24,197.31
2000,BSN,CN,99.74,99.7,98.86,99.2,99.28,99.86,496.78,99.356,199.44,198.48
