,Course,College,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,SUM,AVG,English,Quanty
383,BSED,CTE,58.56,94.82,66.81,95.71,63.1,81.43,379.0,75.8,153.38,158.81
384,BSED,CTE,78.85,82.26,72.66,63.45,83.75,81.43,380.97,76.194,161.11,147.2
385,BEED,CTE,78.85,77.12,89.19,63.45,72.9,82.12,381.51,76.302,155.97,136.35
386,BEED,CTE,83.47,96.76,76.79,14.31,72.9,82.12,344.23,68.846,180.23,87.21
387,BEED,CTE,78.85,82.26,76.79,44.18,91.68,82.12,373.76,74.752,161.11,135.86
388,BEED,CTE,86.35,82.26,80.93,44.18,53.29,82.12,347.01,69.402,168.61,97.47
389,BEED,CTE,83.47,54.75,76.79,53.82,95.65,82.12,364.48,72.896,138.22,149.47
390,BEED,CTE,83.47,77.12,80.93,53.82,72.9,82.12,368.24,73.648,160.59,126.72
391,BSED,CTE,76.83,87.4,72.66,89.31,53.29,82.12,379.49,75.898,164.23,142.6
392,BSED VEDUC,CTE,83.47,77.12,66.81,79.96,63.1,82.12,370.46,74.092,160.59,143.06
393,BSNE,CTE,84.91,77.12,4.27,89.31,97.87,82.12,353.48,70.696,162.03,187.18
394,BSNE,CTE,82.02,92.88,89.19,14.31,72.9,82.12,351.3,70.26,174.9,87.21
395,BEED,CTE,87.6,77.12,72.66,34.54,83.75,82.81,355.67,71.134,164.72,118.29
396,BEED,CTE,89.71,71.99,59.25,44.18,83.75,82.81,348.88,69.776,161.7,127.93
397,BSED,CTE,72.78,87.4,66.81,79.96,91.68,82.81,398.63,79.726,160.18,171.64
398,BEED,CTE,84.91,71.99,80.93,53.82,83.75,83.5,375.4,75.08,156.9,137.57
399,BEED,CTE,88.66,77.12,51.68,75.28,72.9,83.5,365.64,73.128,165.78,148.18
400,BS MATH,CSM,63.53,54.75,7.54,79.96,72.9,60.09,278.68,55.736,118.28,152.86
401,BS STAT,CSM,52.9,54.75,44.12,44.18,87.72,60.09,283.67,56.734,107.65,131.9
402,BS CHEM,CSM,66.01,66.85,66.81,44.18,20.6,61.37,264.45,52.89,132.86,64.78
403,BS PHYSICS,CSM,58.56,42.05,59.25,75.28,53.29,61.37,288.43,57.686,100.61,128.57
404,BS STAT,CSM,66.01,71.99,29.96,53.82,43.49,61.37,265.27,53.054,138.0,97.31
405,BS BIO,CSM,58.56,54.75,80.93,44.18,43.49,62.48,281.91,56.382,113.31,87.67
406,BS CHEM,CSM,41.05,54.75,80.93,79.96,53.29,62.48,309.98,61.996,95.8,133.25
407,BS MATH,CSM,61.05,35.7,59.25,70.61,72.9,62.48,299.51,59.902,96.75,143.51
408,BS PHYSICS,CSM,31.88,82.26,44.12,93.38,53.29,62.48,304.93,60.986,114.14,146.67
409,BS STAT,CSM,70.75,35.7,59.25,70.61,33.69,62.48,270.0,54.0,106.45,104.3
410,BS STAT,CSM,66.01,61.11,36.55,53.82,63.1,62.48,280.59,56.118,127.12,116.92
411,BS BIO,CSM,68.5,71.99,59.25,53.82,20.6,63.6,274.16,54.832,140.49,74.42
412,BS BIO,CSM,66.01,82.26,66.81,14.31,43.49,63.6,272.88,54.576,148.27,57.8
413,BS MATH,CSM,44.05,42.05,66.81,89.31,79.78,63.6,322.0,64.4,86.1,169.09
414,BS STAT,CSM,76.83,66.85,66.81,18.16,20.6,63.6,249.25,49.85,143.68,38.76
415,BS BIO,CSM,66.01,54.75,29.96,84.63,53.29,64.72,288.64,57.728,120.76,137.92
416,BS MATH,CSM,52.9,54.75,59.25,84.63,63.1,64.72,314.63,62.926,107.65,147.73
417,BS BIO,CSM,63.53,61.11,59.25,44.18,79.78,65.83,307.85,61.57,124.64,123.96
418,BS MATH,CSM,47.0,66.85,72.66,53.82,87.72,65.83,328.05,65.61,113.85,141.54
419,BS MATH,CSM,70.75,61.11,24.36,75.28,63.1,65.83,294.6,58.92,131.86,138.38
420,BS BIO,CSM,66.01,77.12,44.12,53.82,63.1,66.95,304.17,60.834,143.13,116.92
421,BS CHEM,CSM,63.53,42.05,76.79,70.61,63.1,66.95,316.08,63.216,105.58,133.71
422,BS MATH,CSM,63.53,54.75,51.68,84.63,53.29,66.95,307.88,61.576,118.28,137.92
423,BS MATH,CSM,58.56,92.88,13.15,93.38,26.06,66.95,284.03,56.806,151.44,119.44
424,BS STAT,CSM,66.01,25.06,72.66,84.63,63.1,66.95,311.46,62.292,91.07,147.73
425,BS BIO,CSM,68.5,25.06,72.66,70.61,83.75,68.07,320.58,64.116,93.56,154.36
426,BS BIO,CSM,78.85,92.88,7.54,44.18,43.49,68.07,266.94,53.388,171.73,87.67
427,BS MATH,CSM,68.5,54.75,29.96,70.61,87.72,68.07,311.54,62.308,123.25,158.33
428,BS MATH,CSM,74.8,42.05,72.66,63.45,53.29,69.19,306.25,61.25,116.85,116.74
429,BS MATH,CSM,58.56,35.7,85.06,84.63,63.1,69.19,327.05,65.41,94.26,147.73
430,BS MATH,CSM,49.95,82.26,72.66,79.96,53.29,69.19,338.12,67.624,132.21,133.25
431,BS STAT,CSM,70.75,54.75,76.79,63.45,43.49,69.19,309.23,61.846,125.5,106.94
432,BS BIO,CSM,70.75,66.85,59.25,44.18,79.78,70.3,320.81,64.162,137.6,123.96
433,BS BIO,CSM,84.91,61.11,29.96,70.61,26.06,70.3,272.65,54.53,146.02,96.67
434,BS CHEM,CSM,47.0,77.12,76.79,79.96,72.9,70.3,353.77,70.754,124.12,152.86
435,BS BIO,CSM,68.5,61.11,80.93,79.96,26.06,71.42,316.56,63.312,129.61,106.02
436,BS BIO,CSM,58.56,87.4,80.93,63.45,43.49,71.42,333.83,66.766,145.96,106.94
437,BS BIO,CSM,78.85,35.7,94.84,14.31,53.29,71.42,276.99,55.398,114.55,67.6
438,BS BIO,CSM,66.01,54.75,66.81,79.96,72.9,71.42,340.43,68.086,120.76,152.86
439,BS BIO,CSM,68.5,66.85,80.93,24.91,79.78,71.42,320.97,64.194,135.35,104.69
440,BS MATH,CSM,63.53,61.11,51.68,92.22,63.1,71.42,331.64,66.328,124.64,155.32
441,BS MATH,CSM,58.56,42.05,76.79,75.28,91.68,71.42,344.36,68.872,100.61,166.96
442,BS STAT,CSM,80.58,48.4,44.12,79.96,43.49,71.42,296.55,59.31,128.98,123.45
443,BS STAT,CSM,70.75,66.85,36.55,70.61,83.75,71.42,328.51,65.702,137.6,154.36
444,BS STAT,CSM,61.05,66.85,59.25,92.22,53.29,71.42,332.66,66.532,127.9,145.51
445,BS BIO,CSM,55.84,77.12,72.66,75.28,79.78,72.43,360.68,72.136,132.96,155.06
446,BS BIO,CSM,63.53,61.11,76.79,79.96,63.1,72.43,344.49,68.898,124.64,143.06
447,BS BIO,CSM,83.47,77.12,51.68,44.18,26.06,72.43,282.51,56.502,160.59,70.24
448,BS PHYSICS,CSM,74.8,35.7,66.81,94.54,26.06,72.43,297.91,59.582,110.5,120.6
449,BS PHYSICS,CSM,74.8,82.26,66.81,18.16,72.9,72.43,314.93,62.986,157.06,91.06
450,BS STAT,CSM,63.53,77.12,44.12,70.61,87.72,72.43,343.1,68.62,140.65,158.33
451,BS BIO,CSM,70.75,77.12,89.19,6.59,83.75,73.34,327.4,65.48,147.87,90.34
452,BS BIO,CSM,74.8,66.85,24.36,92.22,63.1,73.34,321.33,64.266,141.65,155.32
453,BS BIO,CSM,63.53,82.26,76.79,79.96,33.69,73.34,336.23,67.246,145.79,113.65
454,BS BIO,CSM,74.8,42.05,80.93,44.18,83.75,73.34,325.71,65.142,116.85,127.93
455,BS BIO,CSM,68.5,77.12,66.81,75.28,53.29,73.34,341.0,68.2,145.62,128.57
456,BS CHEM,CSM,82.02,61.11,51.68,63.45,53.29,73.34,311.55,62.31,143.13,116.74
457,BS CHEM,CSM,80.58,61.11,66.81,34.54,72.9,73.34,315.94,63.188,141.69,107.44
458,BS MATH,CSM,72.78,66.85,66.81,75.28,53.29,73.34,335.01,67.002,139.63,128.57
459,BS PHYSICS,CSM,58.56,35.7,72.66,97.62,63.1,73.34,327.64,65.528,94.26,160.72
460,BS STAT,CSM,41.05,61.11,76.79,98.63,43.49,73.34,321.07,64.214,102.16,142.12
461,BS STAT,CSM,80.58,66.85,44.12,70.61,53.29,73.34,315.45,63.09,147.43,123.9
462,BS BIO,CSM,78.85,61.11,44.12,70.61,79.78,74.25,334.47,66.894,139.96,150.39
463,BS BIO,CSM,70.75,77.12,44.12,92.22,43.49,74.25,327.7,65.54,147.87,135.71
464,BS BIO,CSM,76.83,71.99,44.12,53.82,83.75,74.25,330.51,66.102,148.82,137.57
465,BS BIO,CSM,70.75,71.99,76.79,63.45,63.1,74.25,346.08,69.216,142.74,126.55
466,BS MATH,CSM,61.05,66.85,80.93,63.45,87.72,74.25,360.0,72.0,127.9,151.17
467,BS MATH,CSM,70.75,66.85,76.79,70.61,63.1,74.25,348.1,69.62,137.6,133.71
468,BS BIO,CSM,82.02,71.99,51.68,44.18,72.9,75.16,322.77,64.554,154.01,117.08
469,BS BIO,CSM,74.8,77.12,76.79,63.45,43.49,75.16,335.65,67.13,151.92,106.94
470,BS BIO,CSM,74.8,77.12,80.93,63.45,33.69,75.16,329.99,65.998,151.92,97.14
471,BS BIO,CSM,49.95,54.75,96.28,70.61,87.72,75.16,359.31,71.862,104.7,158.33
472,BS BIO,CSM,76.83,77.12,59.25,44.18,79.78,75.16,337.16,67.432,153.95,123.96
473,BS CHEM,CSM,70.75,87.4,59.25,44.18,83.75,75.16,345.33,69.066,158.15,127.93
