,Unnamed: 0.1,Unnamed: 0,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Numerical_School,Numerical_Course
680,680,680,BS AGRICULTURE,College of Agriculture,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,49.95,66.85,29.96,63.45,87.72,61.37,18,27
681,681,681,BS AGRICULTURE,College of Agriculture,1,NONE,49.95,77.12,66.81,70.61,63.1,65.83,13,27
682,682,682,BS AGRICULTURE,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,66.01,61.11,80.93,75.28,53.29,72.43,5,27
683,683,683,BS AGRICULTURE,College of Agriculture,1,AURORA PIONEER MEMORIAL COLLEGE,58.56,87.4,80.93,34.54,9.69,62.48,105,27
684,684,684,BS AGRICULTURE,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,80.58,30.03,59.25,14.31,79.78,64.72,29,27
685,685,685,BS AGRICULTURE,College of Agriculture,1,DIPLAHAN NATIONAL HIGH SCHOOL,74.8,30.03,76.79,44.18,53.29,65.83,49,27
686,686,686,BS AGRICULTURE,College of Agriculture,1,PAGADIAN CITY NATIONAL HIGH SCHOOL,87.6,35.7,44.12,44.18,43.49,69.19,106,27
687,687,687,BS AGRICULTURE,College of Agriculture,1,BALIWASAN SENIOR HIGH SCHOOL WEST,61.05,82.26,59.25,94.54,26.06,73.34,52,27
688,688,688,BS AGRICULTURE,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,80.58,82.26,51.68,34.54,33.69,71.42,5,27
689,689,689,BS AGRICULTURE,College of Agriculture,1,REGIONAL SCIENCE HIGH SCHOOL,96.08,92.88,99.43,99.47,98.34,99.36,11,27
690,690,690,BS AGRICULTURE,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,68.5,48.4,91.97,44.18,20.6,65.83,5,27
691,691,691,BS AGRICULTURE,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,55.84,61.11,59.25,24.91,79.78,60.09,29,27
692,692,692,BS AGRICULTURE,College of Agriculture,1,DIPLAHAN NATIONAL HIGH SCHOOL,63.53,77.12,76.79,14.31,83.75,69.19,49,27
693,693,693,BS AGRICULTURE,College of Agriculture,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,68.5,61.11,72.66,10.45,53.29,61.37,18,27
694,694,694,BS AGRICULTURE,College of Agriculture,1,MANICAHAN NATIONAL HIGH SCHOOL,74.8,66.85,89.19,93.38,72.9,84.19,61,27
695,695,695,BS AGRICULTURE,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,58.56,48.4,59.25,63.45,53.29,60.09,5,27
696,696,696,BS AGRICULTURE,College of Agriculture,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,61.05,48.4,89.19,44.18,33.69,63.6,18,27
697,697,697,BS AGRICULTURE,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,44.05,48.4,59.25,70.61,87.72,61.37,29,27
698,698,698,BS AGRICULTURE,College of Agriculture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,72.78,54.75,24.36,24.91,79.78,61.37,29,27
699,699,699,BS AGRICULTURE,College of Agriculture,1,AYALA NATIONAL HIGH SCHOOL,52.9,77.12,29.96,75.28,53.29,61.37,5,27
700,700,700,BS MATHEMATICS,CSM,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,55.84,15.12,76.79,92.22,33.69,60.09,29,28
701,701,701,BS MATHEMATICS,CSM,1,NONE,72.78,66.85,66.81,75.28,53.29,73.34,13,28
702,702,702,BS MATHEMATICS,CSM,1,SOUTHERN CITY COLLEGES,78.85,82.26,91.97,92.22,72.9,87.64,14,28
703,703,703,BS MATHEMATICS,CSM,1,PAGADIAN JUNIOR COLLEGE,93.41,30.03,66.81,98.97,26.06,88.22,107,28
704,704,704,BS MATHEMATICS,CSM,1,CLARET HIGH SCHOOL,96.08,66.85,96.28,99.34,91.68,97.8,2,28
705,705,705,BS MATHEMATICS,CSM,1,COMPUTER TECHNOLOGY INSTITUTE,89.71,71.99,91.97,93.38,87.72,92.51,17,28
706,706,706,BS MATHEMATICS,CSM,1,AYALA NATIONAL HIGH SCHOOL,66.01,82.26,51.68,70.61,63.1,71.42,5,28
707,707,707,BS MATHEMATICS,CSM,1,MALAMAWI NATIONAL HIGH SCHOOL,11.54,71.99,85.06,96.87,43.49,61.37,60,28
708,708,708,BS MATHEMATICS,CSM,1,SOUTHERN CITY COLLEGES,58.56,35.7,85.06,84.63,63.1,69.19,14,28
709,709,709,BS MATHEMATICS,CSM,1,SOUTHERN CITY COLLEGES,61.05,61.11,51.68,89.31,63.1,69.19,14,28
710,710,710,BS MATHEMATICS,CSM,1,AURORA NATIONAL HIGH SCHOOL,84.91,87.4,80.93,95.71,87.72,91.56,108,28
711,711,711,BS MATHEMATICS,CSM,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,76.83,87.4,3.34,89.31,83.75,75.16,33,28
712,712,712,BS MATHEMATICS,CSM,1,ATENEO DE ZAMBOANGA UNIVERSITY,93.41,87.4,96.28,89.31,79.78,94.48,19,28
713,713,713,BS MATHEMATICS,CSM,1,NONE,58.56,42.05,76.79,75.28,91.68,71.42,13,28
714,714,714,BS MATHEMATICS,CSM,1,TUAN DATO HADJI ABDULLA NUÑO MEMORIAL HIGH SCHOOL,70.75,87.4,66.81,70.61,79.78,77.9,109,28
715,715,715,BS MATHEMATICS,CSM,1,SYSTEM TECHNOLOGY INSTITUTE,44.05,42.05,66.81,89.31,79.78,63.6,15,28
716,716,716,BS MATHEMATICS,CSM,1,MARIAN COLLEGE,63.53,61.11,51.68,92.22,63.1,71.42,68,28
717,717,717,BS MATHEMATICS,CSM,1,HMIJ PHILIPPINE ISLAMIC COLLEGE,83.47,92.88,44.12,93.38,87.72,88.22,85,28
718,718,718,BS MATHEMATICS,CSM,1,SOUTHERN CITY COLLEGES,58.56,92.88,13.15,93.38,26.06,66.95,14,28
719,719,719,BS MATHEMATICS,CSM,1,LOYOLA HIGH SCHOOL,49.95,42.05,66.81,98.63,53.29,72.43,110,28
720,720,720,BS MATHEMATICS,CSM,1,SIRAWAI NATIONAL HIGH SCHOOL,72.78,82.26,51.68,79.96,79.78,77.9,25,28
721,721,721,BS MATHEMATICS,CSM,1,SOUTHERN CITY COLLEGES,49.95,54.75,80.93,98.29,4.24,69.19,14,28
722,722,722,BS MATHEMATICS,CSM,1,CONCEPCION NATIONAL HIGH SCHOOL,49.95,42.05,91.97,84.63,79.78,71.42,111,28
723,723,723,BS MATHEMATICS,CSM,1,SYSTEM TECHNOLOGY INSTITUTE,63.53,54.75,51.68,84.63,53.29,66.95,15,28
724,724,724,BS MATHEMATICS,CSM,1,CALDWELL ADVENTIST ACADEMY,68.5,54.75,29.96,70.61,87.72,68.07,79,28
725,725,725,BS ACCOUNTANTCY,CLA,1,CLARET COLLEGE OF ISABELA,96.52,92.88,76.79,79.96,87.72,94.48,22,29
726,726,726,BS ACCOUNTANTCY,CLA,1,NOTRE DAME OF JOLO COLLEGE,99.82,96.76,91.97,79.96,97.87,98.81,9,29
727,727,727,BS ACCOUNTANTCY,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,94.11,96.76,98.86,75.28,83.75,96.17,15,29
728,728,728,BS ACCOUNTANTCY,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,82.02,66.85,72.66,96.87,53.29,84.88,15,29
729,729,729,BS ACCOUNTANTCY,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,88.66,87.4,93.41,93.38,87.72,93.53,15,29
730,730,730,BS ACCOUNTANTCY,CLA,1,NONE,80.58,96.76,51.68,95.71,87.72,89.65,13,29
731,731,731,BS ACCOUNTANTCY,CLA,1,MARIAN COLLEGE,93.41,92.88,94.84,84.63,26.06,92.51,68,29
732,732,732,BS ACCOUNTANTCY,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,86.35,77.12,94.84,75.28,87.72,90.13,15,29
733,733,733,BS ACCOUNTANTCY,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,88.66,77.12,91.97,94.54,53.29,90.6,15,29
734,734,734,BS ACCOUNTANTCY,CLA,1,IMELDA NATIONAL HIGH SCHOOL,88.66,96.76,89.19,75.28,43.49,89.65,97,29
735,735,735,BS ACCOUNTANTCY,CLA,1,PILAR COLLEGE,83.47,90.94,80.93,92.22,72.9,88.7,3,29
736,736,736,BS ACCOUNTANTCY,CLA,1,CULIANAN NATIONAL HIGH SCHOOL,70.75,87.4,85.06,79.96,79.78,82.81,30,29
737,737,737,BS ACCOUNTANTCY,CLA,1,PILAR COLLEGE,84.91,61.11,76.79,92.22,98.34,89.17,3,29
738,738,738,BS ACCOUNTANTCY,CLA,1,PILAR COLLEGE,86.35,92.88,89.19,70.61,79.78,89.17,3,29
739,739,739,BS ACCOUNTANTCY,CLA,1,UBAY NATIONAL HIGH SCHOOL,91.83,94.82,85.06,98.29,91.68,96.35,112,29
740,740,740,BS ACCOUNTANTCY,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,83.47,71.99,93.41,95.71,95.65,92.51,15,29
741,741,741,BS ACCOUNTANTCY,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,84.91,66.85,93.41,70.61,79.78,86.26,15,29
742,742,742,BS ACCOUNTANTCY,CLA,1,CLARET COLLEGE OF ISABELA,92.71,77.12,80.93,89.31,63.1,90.13,22,29
743,743,743,BS ACCOUNTANTCY,CLA,1,PAGADIAN JUNIOR COLLEGE,88.66,82.26,66.81,93.38,79.78,89.17,107,29
744,744,744,BS ACCOUNTANTCY,CLA,1,CLARET COLLEGE OF ISABELA,92.71,54.75,59.25,63.45,63.1,82.12,22,29
745,745,745,BS ACCOUNTANTCY,CLA,1,CLARET COLLEGE OF ISABELA,94.81,92.88,93.41,44.18,98.81,95.1,22,29
746,746,746,BS ACCOUNTANTCY,CLA,1,CLARET HIGH SCHOOL,99.42,96.76,99.14,79.96,87.72,98.81,2,29
747,747,747,BS ACCOUNTANTCY,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,86.35,87.4,93.41,75.28,63.1,88.7,15,29
748,748,748,BS ACCOUNTANTCY,CLA,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,90.77,92.88,85.06,97.62,91.68,95.42,8,29
749,749,749,BS ACCOUNTANTCY,CLA,1,BASILAN NATIONAL HIGH SCHOOL,93.41,96.76,72.66,89.31,79.78,93.22,24,29
750,750,750,BS MECHANICAL ENGINEERING,COE,1,SINANGKAPAN NATIONAL HIGH SCHOOL,66.01,77.12,91.97,93.38,79.78,84.19,113,30
751,751,751,BS MECHANICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,89.71,82.26,72.66,79.96,26.06,84.19,7,30
752,752,752,BS MECHANICAL ENGINEERING,COE,1,BASILAN STATE COLLEGE,55.84,61.11,85.06,75.28,91.68,75.16,114,30
753,753,753,BS MECHANICAL ENGINEERING,COE,1,NONE,78.85,71.99,72.66,70.61,63.1,77.9,13,30
754,754,754,BS MECHANICAL ENGINEERING,COE,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,74.8,71.99,76.79,93.38,83.75,84.19,29,30
755,755,755,BS MECHANICAL ENGINEERING,COE,1,PILAR COLLEGE,88.66,77.12,98.58,95.71,91.68,95.1,3,30
756,756,756,BS MECHANICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,86.35,92.88,91.97,79.96,87.72,91.56,7,30
757,757,757,BS MECHANICAL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,89.71,42.05,66.81,63.45,72.9,79.72,19,30
758,758,758,BS MECHANICAL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,91.83,94.82,89.19,94.54,98.34,96.17,19,30
759,759,759,BS MECHANICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,94.11,90.94,99.71,95.71,53.29,96.72,7,30
760,760,760,BS MECHANICAL ENGINEERING,COE,1,BASILAN NATIONAL HIGH SCHOOL,82.02,96.76,85.06,97.95,97.87,94.79,24,30
761,761,761,BS MECHANICAL ENGINEERING,COE,1,PILAR COLLEGE,97.83,87.4,98.58,97.95,97.87,98.69,3,30
762,762,762,BS MECHANICAL ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,82.02,48.4,66.81,92.22,83.75,82.12,8,30
763,763,763,BS MECHANICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,90.77,54.75,72.66,75.28,95.65,87.64,7,30
764,764,764,BS MECHANICAL ENGINEERING,COE,1,NONE,84.91,25.06,51.68,84.63,53.29,73.34,13,30
765,765,765,BS MECHANICAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,82.02,66.85,51.68,18.16,83.75,73.34,22,30
766,766,766,BS MECHANICAL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,96.08,90.94,94.84,99.34,99.28,98.94,19,30
767,767,767,BS MECHANICAL ENGINEERING,COE,1,CLARET HIGH SCHOOL,92.71,94.82,72.66,70.61,91.68,92.03,2,30
768,768,768,BS MECHANICAL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,96.08,96.76,89.19,98.29,97.87,98.05,19,30
769,769,769,BS MECHANICAL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,66.01,87.4,51.68,79.96,87.72,77.9,19,30
770,770,770,BS MECHANICAL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,99.74,96.76,98.58,97.95,97.87,99.68,11,30
771,771,771,BS MECHANICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,96.95,96.76,93.41,94.54,79.78,97.09,7,30
772,772,772,BS MECHANICAL ENGINEERING,COE,1,SAINT JOSEPH SCHOOL,80.58,82.26,80.93,98.29,91.68,92.03,26,30
773,773,773,BS MECHANICAL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,72.78,77.12,29.96,89.31,79.78,76.07,19,30
774,774,774,BS MECHANICAL ENGINEERING,COE,1,PILAR COLLEGE,93.41,94.82,99.14,98.29,91.68,98.18,3,30
775,775,775,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,SIBUCO NATIONAL HIGH SCHOOL,88.66,77.12,72.66,24.91,43.49,78.81,76,31
776,776,776,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,61.05,87.4,66.81,24.91,63.1,66.95,20,31
777,777,777,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,99.64,92.88,96.28,92.22,99.28,99.23,8,31
778,778,778,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,BACONG NATIONAL HIGH SCHOOL,70.75,42.05,44.12,75.28,72.9,66.95,115,31
779,779,779,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,82.02,54.75,66.81,44.18,72.9,74.25,8,31
780,780,780,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,89.71,66.85,80.93,75.28,98.81,90.6,19,31
781,781,781,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,MARCELO SPINOLA SCHOOL,90.77,66.85,76.79,94.54,79.78,90.13,71,31
782,782,782,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,IPIL NATIONAL HIGH SCHOOL,94.81,71.99,97.72,84.63,72.9,93.85,116,31
783,783,783,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,TUNGAWAN - ESU,66.01,82.26,80.93,97.62,79.78,85.57,101,31
784,784,784,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,82.02,54.75,66.81,44.18,72.9,74.25,8,31
785,785,785,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,AYALA NATIONAL HIGH SCHOOL,74.8,61.11,76.79,44.18,83.75,75.16,5,31
786,786,786,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,PILAR COLLEGE,58.56,77.12,91.97,93.38,53.29,79.72,3,31
787,787,787,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,97.39,92.88,96.28,92.22,91.68,97.46,7,31
788,788,788,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,"MINDANAO AUTONOMOUS COLLEGE FOUNDATION, INC.",80.58,92.88,89.19,92.22,72.9,89.17,117,31
789,789,789,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,MARCELO SPINOLA SCHOOL,90.77,66.85,76.79,94.54,79.78,90.13,71,31
790,790,790,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,92.71,90.94,94.84,63.45,91.68,93.53,7,31
791,791,791,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,AYALA NATIONAL HIGH SCHOOL,78.85,66.85,91.97,93.38,79.78,86.95,5,31
792,792,792,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,IPIL NATIONAL HIGH SCHOOL,94.81,71.99,97.72,84.63,72.9,93.85,116,31
793,793,793,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,BACONG NATIONAL HIGH SCHOOL,70.75,42.05,44.12,75.28,72.9,66.95,115,31
794,794,794,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,SIBUCO NATIONAL HIGH SCHOOL,88.66,77.12,72.66,24.91,43.49,78.81,76,31
795,795,795,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,TUNGAWAN - ESU,66.01,82.26,80.93,97.62,79.78,85.57,101,31
796,796,796,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,63.53,66.85,51.68,75.28,53.29,66.95,19,31
797,797,797,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,99.64,92.88,96.28,92.22,99.28,99.23,8,31
798,798,798,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,63.53,66.85,51.68,75.28,53.29,66.95,19,31
799,799,799,BS AGRICULTURAL BIOSYSTEM ENGINEERING,COE,1,"MINDANAO AUTONOMOUS COLLEGE FOUNDATION, INC.",80.58,92.88,89.19,92.22,72.9,89.17,117,31
800,800,800,BS ENVIRONMENTAL ENGINEERING,COE,1,KABASALAN NATIONAL HIGH SCHOOL,96.08,96.76,89.19,93.38,83.75,96.35,69,32
801,801,801,BS ENVIRONMENTAL ENGINEERING,COE,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,48.4,85.06,63.45,43.49,65.83,29,32
802,802,802,BS ENVIRONMENTAL ENGINEERING,COE,1,BALIWASAN SENIOR HIGH SCHOOL WEST,55.84,61.11,76.79,63.45,63.1,65.83,52,32
803,803,803,BS ENVIRONMENTAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,83.47,48.4,91.97,84.63,33.69,81.43,7,32
804,804,804,BS ENVIRONMENTAL ENGINEERING,COE,1,MARIAN COLLEGE,76.83,90.94,51.68,34.54,53.29,73.34,68,32
805,805,805,BS ENVIRONMENTAL ENGINEERING,COE,1,FERNDALE INTERNATIONAL SCHOOL,74.8,77.12,80.93,44.18,87.72,79.72,118,32
806,806,806,BS ENVIRONMENTAL ENGINEERING,COE,1,AMA COMPUTER COLLEGE,86.35,82.26,91.97,24.91,79.78,84.88,66,32
807,807,807,BS ENVIRONMENTAL ENGINEERING,COE,1,ST. MARY'S COLLEGE OF LABASON,93.41,82.26,72.66,53.82,53.29,86.26,65,32
808,808,808,BS ENVIRONMENTAL ENGINEERING,COE,1,SOUTHERN CITY COLLEGES,74.8,54.75,72.66,92.22,9.69,71.42,14,32
809,809,809,BS ENVIRONMENTAL ENGINEERING,COE,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,61.05,48.4,85.06,63.45,43.49,65.83,29,32
810,810,810,BS ENVIRONMENTAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,93.41,71.99,72.66,34.54,91.68,87.64,22,32
811,811,811,BS ENVIRONMENTAL ENGINEERING,COE,1,MARIAN COLLEGE,76.83,90.94,51.68,34.54,53.29,73.34,68,32
812,812,812,BS ENVIRONMENTAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,96.52,99.7,89.19,94.54,97.87,97.8,7,32
813,813,813,BS ENVIRONMENTAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,83.47,48.4,91.97,84.63,33.69,81.43,7,32
814,814,814,BS ENVIRONMENTAL ENGINEERING,COE,1,SIOCON NATIONAL HIGH SCHOOL,86.35,71.99,59.25,92.22,72.9,84.88,74,32
815,815,815,BS ENVIRONMENTAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,96.52,94.82,89.19,93.38,95.65,96.9,7,32
816,816,816,BS ENVIRONMENTAL ENGINEERING,COE,1,SOUTHERN CITY COLLEGES,74.8,54.75,72.66,92.22,9.69,71.42,14,32
817,817,817,BS ENVIRONMENTAL ENGINEERING,COE,1,NOTRE DAME OF BONGAO,89.71,66.85,80.93,79.96,63.1,86.26,1,32
818,818,818,BS ENVIRONMENTAL ENGINEERING,COE,1,CULIANAN NATIONAL HIGH SCHOOL,61.05,71.99,59.25,89.31,79.78,74.25,30,32
819,819,819,BS ENVIRONMENTAL ENGINEERING,COE,1,PILAR COLLEGE,63.53,54.75,66.81,44.18,79.78,65.83,3,32
820,820,820,BS ENVIRONMENTAL ENGINEERING,COE,1,NOTRE DAME OF BONGAO,89.71,66.85,80.93,79.96,63.1,86.26,1,32
821,821,821,BS ENVIRONMENTAL ENGINEERING,COE,1,BALIWASAN SENIOR HIGH SCHOOL WEST,55.84,61.11,76.79,63.45,63.1,65.83,52,32
822,822,822,BS ENVIRONMENTAL ENGINEERING,COE,1,FERNDALE INTERNATIONAL SCHOOL,74.8,77.12,80.93,44.18,87.72,79.72,118,32
823,823,823,BS ENVIRONMENTAL ENGINEERING,COE,1,CULIANAN NATIONAL HIGH SCHOOL,61.05,71.99,59.25,89.31,79.78,74.25,30,32
824,824,824,BS ENVIRONMENTAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,93.41,71.99,72.66,34.54,91.68,87.64,22,32
825,825,825,BS FORESTRY,CFES,1,TALISAYAN NATIONAL HIGH SCHOOL,74.8,54.75,89.19,44.18,43.49,72.43,83,33
826,826,826,BS FORESTRY,CFES,1,SYSTEM TECHNOLOGY INSTITUTE,66.01,48.4,51.68,53.82,79.78,64.72,15,33
827,827,827,BS FORESTRY,CFES,1,SYSTEM TECHNOLOGY INSTITUTE,66.01,48.4,51.68,53.82,79.78,64.72,15,33
828,828,828,BS FORESTRY,CFES,1,CULIANAN NATIONAL HIGH SCHOOL,72.78,82.26,66.81,18.16,53.29,69.19,30,33
829,829,829,BS FORESTRY,CFES,1,UNIVERSIDAD DE ZAMBOANGA,49.95,42.05,66.81,70.61,87.72,63.6,28,33
830,830,830,BS FORESTRY,CFES,1,SYSTEM TECHNOLOGY INSTITUTE,70.75,61.11,85.06,24.91,53.29,69.19,15,33
831,831,831,BS FORESTRY,CFES,1,SISTERS OF MARY GIRLSTOWN SCHOOL,52.9,42.05,72.66,95.71,63.1,70.3,119,33
832,832,832,BS FORESTRY,CFES,1,CLARET COLLEGE OF ISABELA,68.5,77.12,59.25,14.31,63.1,64.72,22,33
833,833,833,BS FORESTRY,CFES,1,CLARET COLLEGE OF ISABELA,68.5,77.12,59.25,14.31,63.1,64.72,22,33
834,834,834,BS FORESTRY,CFES,1,NONE,83.47,94.82,94.84,24.91,79.78,87.64,13,33
835,835,835,BS FORESTRY,CFES,1,NONE,52.9,92.88,76.79,44.18,53.29,69.19,13,33
836,836,836,BS FORESTRY,CFES,1,FERNDALE INTERNATIONAL SCHOOL,49.95,66.85,80.93,44.18,43.49,61.37,118,33
837,837,837,BS FORESTRY,CFES,1,UNIVERSIDAD DE ZAMBOANGA,49.95,42.05,66.81,70.61,87.72,63.6,28,33
838,838,838,BS FORESTRY,CFES,1,WESTERN MINDANAO STATE UNIVERSITY,66.01,66.85,44.12,44.18,87.72,68.07,7,33
839,839,839,BS FORESTRY,CFES,1,SIRAWAI NATIONAL HIGH SCHOOL,70.75,92.88,51.68,34.54,53.29,71.42,25,33
840,840,840,BS FORESTRY,CFES,1,JOSE RIZAL MEMORIAL STATE UNIVERSITY,70.75,82.26,66.81,14.31,20.6,62.48,47,33
841,841,841,BS FORESTRY,CFES,1,SOUTHERN CITY COLLEGES,52.9,42.05,91.97,63.45,79.78,68.07,14,33
842,842,842,BS FORESTRY,CFES,1,SYSTEM TECHNOLOGY INSTITUTE,70.75,61.11,85.06,24.91,53.29,69.19,15,33
843,843,843,BS FORESTRY,CFES,1,TALISAYAN NATIONAL HIGH SCHOOL,74.8,54.75,89.19,44.18,43.49,72.43,83,33
844,844,844,BS FORESTRY,CFES,1,SOUTHERN CITY COLLEGES,41.05,71.99,85.06,44.18,43.49,60.09,14,33
845,845,845,BS FORESTRY,CFES,1,SIRAWAI NATIONAL HIGH SCHOOL,70.75,92.88,51.68,34.54,53.29,71.42,25,33
846,846,846,BS FORESTRY,CFES,1,CULIANAN NATIONAL HIGH SCHOOL,72.78,82.26,66.81,18.16,53.29,69.19,30,33
847,847,847,BS FORESTRY,CFES,1,AMA COMPUTER COLLEGE,70.75,90.94,51.68,79.96,83.75,79.72,66,33
848,848,848,BS FORESTRY,CFES,1,SOUTHERN CITY COLLEGES,41.05,71.99,85.06,44.18,43.49,60.09,14,33
849,849,849,BS FORESTRY,CFES,1,CONCEPCION NATIONAL HIGH SCHOOL,70.75,82.26,18.75,89.31,53.29,71.42,111,33
850,850,850,AB POLITICAL SCIENCE,CLA,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,96.08,92.88,91.97,63.45,53.29,92.9,33,34
851,851,851,AB POLITICAL SCIENCE,CLA,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,88.66,61.11,80.93,44.18,95.65,85.57,33,34
852,852,852,AB POLITICAL SCIENCE,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,92.88,66.81,70.61,87.72,91.08,7,34
853,853,853,AB POLITICAL SCIENCE,CLA,1,SOUTHERN CITY COLLEGES,87.6,61.11,29.96,24.91,72.9,72.43,14,34
854,854,854,AB POLITICAL SCIENCE,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,92.88,66.81,70.61,87.72,91.08,7,34
855,855,855,AB POLITICAL SCIENCE,CLA,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,87.6,92.88,66.81,89.31,63.1,88.22,33,34
856,856,856,AB POLITICAL SCIENCE,CLA,1,ATENEO DE ZAMBOANGA UNIVERSITY,94.81,90.94,66.81,93.38,53.29,92.03,19,34
857,857,857,AB POLITICAL SCIENCE,CLA,1,PILAR COLLEGE,89.71,87.4,91.97,53.82,79.78,89.17,3,34
858,858,858,AB POLITICAL SCIENCE,CLA,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,96.08,98.7,98.86,18.16,91.68,95.98,29,34
