,Unnamed: 0.1,Unnamed: 0,Course,College,Graduated,SCHOOL,Pr1,Pr2,Pr3,Pr4,Pr5,Oapr,Numerical_School,Numerical_Course
179,179,179,BS COMMUNITY DEVELOPMENT,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,76.83,35.7,44.12,24.91,63.1,61.37,7,7
180,180,180,BS COMMUNITY DEVELOPMENT,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,76.83,66.85,85.06,92.22,33.69,80.63,7,7
181,181,181,BS COMMUNITY DEVELOPMENT,CSWCD,1,MSU - TAWI-TAWI COLLEGE OF TECHNOLOGY & OCEANOGRAPHY,55.84,48.4,93.41,63.45,26.06,64.72,63,7
182,182,182,BS COMMUNITY DEVELOPMENT,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,83.47,71.99,44.12,24.91,79.78,74.25,7,7
183,183,183,BS COMMUNITY DEVELOPMENT,CSWCD,1,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",84.91,66.85,91.97,75.28,43.49,83.5,64,7
184,184,184,BS COMMUNITY DEVELOPMENT,CSWCD,1,CULIANAN NATIONAL HIGH SCHOOL,66.01,77.12,66.81,63.45,53.29,70.3,30,7
185,185,185,BS COMMUNITY DEVELOPMENT,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,63.53,61.11,51.68,63.45,83.75,68.07,7,7
186,186,186,BS COMMUNITY DEVELOPMENT,CSWCD,1,UNIVERSIDAD DE ZAMBOANGA,55.84,66.85,51.68,75.28,53.29,63.6,28,7
187,187,187,BS COMMUNITY DEVELOPMENT,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,82.02,90.94,72.66,79.96,83.75,86.26,7,7
188,188,188,BS COMMUNITY DEVELOPMENT,CSWCD,1,BUNGUIAO NATIONAL HIGH SCHOOL,78.85,61.11,96.28,84.63,72.9,85.57,0,7
189,189,189,BS COMMUNITY DEVELOPMENT,CSWCD,1,RECODO NATIONAL HIGH SCHOOL,83.47,90.94,59.25,70.61,79.78,83.5,56,7
190,190,190,BS COMMUNITY DEVELOPMENT,CSWCD,1,WESTERN MINDANAO STATE UNIVERSITY,72.78,71.99,36.55,63.45,53.29,68.07,7,7
191,191,191,BS COMMUNITY DEVELOPMENT,CSWCD,1,IMMACULATE CONCEPTION ARCHDIOCESAN SCHOOL,70.75,71.99,72.66,44.18,53.29,70.3,6,7
192,192,192,BS COMMUNITY DEVELOPMENT,CSWCD,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,70.75,87.4,24.36,53.82,53.29,66.95,29,7
193,193,193,BS COMMUNITY DEVELOPMENT,CSWCD,1,MANICAHAN NATIONAL HIGH SCHOOL,78.85,71.99,59.25,79.96,72.9,78.81,61,7
194,194,194,BS COMMUNITY DEVELOPMENT,CSWCD,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,74.8,71.99,80.93,24.91,33.69,70.3,8,7
195,195,195,BS COMMUNITY DEVELOPMENT,CSWCD,1,MANICAHAN NATIONAL HIGH SCHOOL,44.05,71.99,51.68,79.96,43.49,60.09,61,7
196,196,196,BS COMMUNITY DEVELOPMENT,CSWCD,1,BALIWASAN SENIOR HIGH SCHOOL WEST,82.02,77.12,44.12,94.54,91.68,86.26,52,7
197,197,197,BS COMMUNITY DEVELOPMENT,CSWCD,1,CABALUAY NATIONAL HIGH SCHOOL,61.05,90.94,59.25,44.18,91.68,74.25,35,7
198,198,198,BS COMMUNITY DEVELOPMENT,CSWCD,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,63.53,71.99,72.66,34.54,63.1,66.95,20,7
199,199,199,BS COMMUNITY DEVELOPMENT,CSWCD,1,SOUTHERN CITY COLLEGES,82.02,71.99,36.55,70.61,33.69,72.43,14,7
200,200,200,BA ELS,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,96.95,96.76,98.58,24.91,79.78,95.42,7,8
201,201,201,BA ELS,CLA,1,ST. MARY'S COLLEGE OF LABASON,70.75,42.05,59.25,53.82,33.69,61.37,65,8
202,202,202,BA ELS,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,55.84,71.99,51.68,79.96,15.15,60.09,15,8
203,203,203,BA ELS,CLA,1,AYALA NATIONAL HIGH SCHOOL,97.39,66.85,76.79,70.61,83.75,92.03,5,8
204,204,204,BA ELS,CLA,1,SOUTHERN CITY COLLEGES,76.83,96.76,66.81,44.18,53.29,78.81,14,8
205,205,205,BA ELS,CLA,1,AMA COMPUTER COLLEGE,93.41,87.4,91.97,24.91,83.75,90.13,66,8
206,206,206,BA ELS,CLA,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,86.35,54.75,66.81,84.63,72.9,82.12,29,8
207,207,207,BA ELS,CLA,1,COMPUTER TECHNOLOGY INSTITUTE,63.53,82.26,85.06,18.16,87.72,74.25,17,8
208,208,208,BA ELS,CLA,1,INTERNATIONAL PHILIPPINE SCHOOL IN JEDDAH,97.83,82.26,80.93,75.28,87.72,94.48,67,8
209,209,209,BA ELS,CLA,1,NONE,58.56,82.26,85.06,63.45,63.1,73.34,13,8
210,210,210,BA ELS,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,91.83,90.94,59.25,93.38,72.9,90.6,15,8
211,211,211,BA ELS,CLA,1,AYALA NATIONAL HIGH SCHOOL,76.83,71.99,51.68,10.45,43.49,63.6,5,8
212,212,212,BA ELS,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,68.5,82.26,66.81,53.82,72.9,73.34,7,8
213,213,213,BA ELS,CLA,1,CULIANAN NATIONAL HIGH SCHOOL,63.53,54.75,59.25,24.91,72.9,61.37,30,8
214,214,214,BA ELS,CLA,1,AYALA NATIONAL HIGH SCHOOL,34.94,87.4,80.93,44.18,83.75,65.83,5,8
215,215,215,BA ELS,CLA,1,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",78.85,71.99,59.25,24.91,43.49,69.19,64,8
216,216,216,BA ELS,CLA,1,SOUTHERN CITY COLLEGES,99.42,94.82,91.97,84.63,87.72,97.92,14,8
217,217,217,BA ELS,CLA,1,PILAR COLLEGE,74.8,61.11,29.96,63.45,20.6,61.37,3,8
218,218,218,BA ELS,CLA,1,MARIAN COLLEGE,84.91,87.4,51.68,53.82,53.29,78.81,68,8
219,219,219,BA ELS,CLA,1,SOUTHERN CITY COLLEGES,55.84,30.03,76.79,24.91,87.72,60.09,14,8
220,220,220,BA ELS,CLA,1,NONE,76.83,77.12,51.68,24.91,63.1,70.3,13,8
221,221,221,BA ELS,CLA,1,KABASALAN NATIONAL HIGH SCHOOL,88.66,98.7,91.97,79.96,63.1,92.03,69,8
222,222,222,BA ELS,CLA,1,PILAR COLLEGE,61.05,35.7,29.96,63.45,87.72,60.09,3,8
223,223,223,BA ELS,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,68.5,66.85,66.81,84.63,53.29,73.34,15,8
224,224,224,BA ELS,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,63.53,61.11,76.79,79.96,72.9,73.34,7,8
225,225,225,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,78.85,82.26,29.96,44.18,63.1,71.42,15,9
226,226,226,BS COMPUTER SCIENCE,CCS,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,76.83,77.12,59.25,34.54,15.15,65.83,29,9
227,227,227,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,76.83,90.94,80.93,18.16,83.75,79.72,15,9
228,228,228,BS COMPUTER SCIENCE,CCS,1,ATENEO DE ZAMBOANGA UNIVERSITY,82.02,66.85,24.36,44.18,53.29,68.07,19,9
229,229,229,BS COMPUTER SCIENCE,CCS,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,49.95,87.4,66.81,84.63,72.9,72.43,29,9
230,230,230,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,61.05,71.99,51.68,34.54,43.49,60.09,15,9
231,231,231,BS COMPUTER SCIENCE,CCS,1,SAINT JOSEPH COLLEGE,74.8,92.88,85.06,63.45,72.9,82.81,70,9
232,232,232,BS COMPUTER SCIENCE,CCS,1,MANICAHAN NATIONAL HIGH SCHOOL,58.56,77.12,51.68,79.96,91.68,74.25,61,9
233,233,233,BS COMPUTER SCIENCE,CCS,1,NONE,78.85,66.85,29.96,98.63,87.72,85.57,13,9
234,234,234,BS COMPUTER SCIENCE,CCS,1,MARCELO SPINOLA SCHOOL,82.02,77.12,76.79,79.96,43.49,81.43,71,9
235,235,235,BS COMPUTER SCIENCE,CCS,1,AYALA NATIONAL HIGH SCHOOL,55.84,35.7,94.84,63.45,63.1,68.07,5,9
236,236,236,BS COMPUTER SCIENCE,CCS,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,91.83,90.94,66.81,84.63,79.78,90.13,29,9
237,237,237,BS COMPUTER SCIENCE,CCS,1,SOUTHERN CITY COLLEGES,76.83,35.7,44.12,70.61,63.1,66.95,14,9
238,238,238,BS COMPUTER SCIENCE,CCS,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,98.7,85.06,98.29,91.68,97.09,7,9
239,239,239,BS COMPUTER SCIENCE,CCS,1,ZAMBOANGA CITY HIGH SCHOOL,74.8,77.12,72.66,79.96,53.29,77.9,72,9
240,240,240,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,72.78,66.85,93.41,70.61,79.78,81.43,15,9
241,241,241,BS COMPUTER SCIENCE,CCS,1,NONE,70.75,35.7,85.06,79.96,72.9,74.25,13,9
242,242,242,BS COMPUTER SCIENCE,CCS,1,NOTRE DAME OF BONGAO,70.75,77.12,72.66,75.28,79.78,77.9,1,9
243,243,243,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,80.58,77.12,76.79,24.91,72.9,76.98,15,9
244,244,244,BS COMPUTER SCIENCE,CCS,1,ZAMBOANGA CITY HIGH SCHOOL,72.78,35.7,59.25,93.38,79.78,75.16,72,9
245,245,245,BS COMPUTER SCIENCE,CCS,1,SYSTEM TECHNOLOGY INSTITUTE,63.53,48.4,59.25,63.45,63.1,63.6,15,9
246,246,246,BS COMPUTER SCIENCE,CCS,1,SOUTHERN CITY COLLEGES,82.02,71.99,85.06,70.61,63.1,82.12,14,9
247,247,247,BS COMPUTER SCIENCE,CCS,1,ZAMBOANGA CITY HIGH SCHOOL,88.66,94.82,72.66,44.18,79.78,86.95,72,9
248,248,248,BS COMPUTER SCIENCE,CCS,1,AYALA NATIONAL HIGH SCHOOL,66.01,54.75,91.97,34.54,63.1,70.3,5,9
249,249,249,BS COMPUTER SCIENCE,CCS,1,WESTERN MINDANAO STATE UNIVERSITY,76.83,71.99,80.93,84.63,72.9,82.12,7,9
250,250,250,BS CIVIL ENGINEERING,COE,1,PILAR COLLEGE,97.83,94.82,89.19,94.54,95.65,97.64,3,10
251,251,251,BS CIVIL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,98.17,94.82,93.41,99.34,98.81,99.3,19,10
252,252,252,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,96.52,94.82,72.66,92.22,97.87,96.17,7,10
253,253,253,BS CIVIL ENGINEERING,COE,1,TORIBIO MINOR MEMORIAL NATIONAL HIGH SCHOOL,92.71,30.03,94.84,99.2,79.78,94.16,73,10
254,254,254,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,93.41,82.26,96.28,95.71,87.72,95.98,7,10
255,255,255,BS CIVIL ENGINEERING,COE,1,NOTRE DAME OF JOLO COLLEGE,80.58,90.94,91.97,93.38,91.68,91.56,9,10
256,256,256,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,90.77,77.12,66.81,92.22,72.9,88.7,7,10
257,257,257,BS CIVIL ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA,87.6,90.94,93.41,97.62,91.68,95.1,28,10
258,258,258,BS CIVIL ENGINEERING,COE,1,NONE,96.08,94.82,93.41,92.22,98.34,97.27,13,10
259,259,259,BS CIVIL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,98.17,92.88,66.81,98.29,87.72,97.27,19,10
260,260,260,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,76.83,54.75,93.41,94.54,83.75,86.95,7,10
261,261,261,BS CIVIL ENGINEERING,COE,1,RECODO NATIONAL HIGH SCHOOL,80.58,87.4,80.93,84.63,79.78,86.26,56,10
262,262,262,BS CIVIL ENGINEERING,COE,1,PILAR COLLEGE,95.51,96.76,96.28,99.47,79.78,98.43,3,10
263,263,263,BS CIVIL ENGINEERING,COE,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,95.51,90.94,76.79,92.22,79.78,93.85,10,10
264,264,264,BS CIVIL ENGINEERING,COE,1,BASILAN NATIONAL HIGH SCHOOL,84.91,92.88,91.97,95.71,95.65,94.16,24,10
265,265,265,BS CIVIL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,83.47,87.4,99.43,97.62,98.34,96.54,11,10
266,266,266,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,99.42,98.7,76.79,93.38,98.34,98.56,7,10
267,267,267,BS CIVIL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,92.71,82.26,80.93,99.61,83.75,96.35,7,10
268,268,268,BS CIVIL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,98.65,92.88,96.28,94.54,79.78,97.92,11,10
269,269,269,BS CIVIL ENGINEERING,COE,1,SOUTHERN CITY COLLEGES,97.39,99.7,96.28,99.34,79.78,99.04,14,10
270,270,270,BS CIVIL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,96.08,61.11,97.72,98.63,98.34,97.8,11,10
271,271,271,BS CIVIL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,98.41,94.82,85.06,98.29,87.72,98.18,19,10
272,272,272,BS CIVIL ENGINEERING,COE,1,PILAR COLLEGE,97.83,90.94,94.84,99.2,98.34,99.04,3,10
273,273,273,BS CIVIL ENGINEERING,COE,1,CLARET HIGH SCHOOL ZAMBOANGA,96.52,90.94,93.41,94.54,79.78,96.35,4,10
274,274,274,BS CIVIL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,93.41,71.99,89.19,79.96,72.9,90.6,19,10
275,275,275,BS ARCHITECTURE,College of Architecture,1,SIOCON NATIONAL HIGH SCHOOL,94.81,71.99,98.58,94.54,63.1,95.1,74,11
276,276,276,BS ARCHITECTURE,College of Architecture,1,ATENEO DE ZAMBOANGA UNIVERSITY,96.08,71.99,59.25,92.22,95.65,93.22,19,11
277,277,277,BS ARCHITECTURE,College of Architecture,1,ZAMBOANGA CITY HIGH SCHOOL,72.78,82.26,85.06,89.31,53.29,82.12,72,11
278,278,278,BS ARCHITECTURE,College of Architecture,1,AMA COMPUTER COLLEGE,76.83,92.88,51.68,53.82,43.49,75.16,66,11
279,279,279,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,72.78,48.4,72.66,92.22,63.1,76.07,28,11
280,280,280,BS ARCHITECTURE,College of Architecture,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,58.56,30.03,72.66,92.22,87.72,71.42,33,11
281,281,281,BS ARCHITECTURE,College of Architecture,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,80.58,77.12,66.81,34.54,83.75,77.9,10,11
282,282,282,BS ARCHITECTURE,College of Architecture,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,37.99,71.99,76.79,63.45,72.9,62.48,33,11
283,283,283,BS ARCHITECTURE,College of Architecture,1,SOUTHERN CITY COLLEGES,61.05,87.4,85.06,94.54,72.9,82.81,14,11
284,284,284,BS ARCHITECTURE,College of Architecture,1,WESTERN MINDANAO STATE UNIVERSITY,78.85,96.76,89.19,92.22,98.81,93.22,7,11
285,285,285,BS ARCHITECTURE,College of Architecture,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,55.84,54.75,80.93,53.82,83.75,68.07,10,11
286,286,286,BS ARCHITECTURE,College of Architecture,1,NONE,78.85,77.12,24.36,53.82,63.1,70.3,13,11
287,287,287,BS ARCHITECTURE,College of Architecture,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,89.71,77.12,85.06,84.63,53.29,88.22,33,11
288,288,288,BS ARCHITECTURE,College of Architecture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,90.77,61.11,80.93,44.18,87.72,85.57,29,11
289,289,289,BS ARCHITECTURE,College of Architecture,1,ATENEO DE ZAMBOANGA UNIVERSITY,84.91,87.4,85.06,53.82,97.87,88.7,19,11
290,290,290,BS ARCHITECTURE,College of Architecture,1,SYSTEM TECHNOLOGY INSTITUTE,66.01,71.99,76.79,75.28,79.78,76.07,15,11
291,291,291,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,83.47,61.11,72.66,79.96,83.75,82.81,28,11
292,292,292,BS ARCHITECTURE,College of Architecture,1,WESTERN MINDANAO STATE UNIVERSITY,47.0,82.26,98.58,70.61,43.49,75.16,7,11
293,293,293,BS ARCHITECTURE,College of Architecture,1,DON PABLO LORENZO MEMORIAL HIGH SCHOOL,76.83,77.12,76.79,96.87,63.1,85.57,29,11
294,294,294,BS ARCHITECTURE,College of Architecture,1,AMA COMPUTER COLLEGE,49.95,77.12,72.66,79.96,53.29,68.07,66,11
295,295,295,BS ARCHITECTURE,College of Architecture,1,SOUTHERN CITY COLLEGES,55.84,66.85,72.66,84.63,79.78,72.43,14,11
296,296,296,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,78.85,66.85,89.19,93.38,72.9,85.57,28,11
297,297,297,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,89.71,71.99,85.06,63.45,63.1,85.57,28,11
298,298,298,BS ARCHITECTURE,College of Architecture,1,UNIVERSIDAD DE ZAMBOANGA,89.71,87.4,72.66,63.45,43.49,84.19,28,11
299,299,299,BS ARCHITECTURE,College of Architecture,1,WESTERN MINDANAO STATE UNIVERSITY,94.81,92.88,72.66,79.96,72.9,92.03,7,11
300,300,300,BS ELECTRICAL ENGINEERING,COE,1,SYSTEM TECHNOLOGY INSTITUTE,58.56,71.99,93.41,70.61,43.49,73.34,15,12
301,301,301,BS ELECTRICAL ENGINEERING,COE,1,ATENEO DE ZAMBOANGA UNIVERSITY,92.71,90.94,96.28,89.31,83.75,94.79,19,12
302,302,302,BS ELECTRICAL ENGINEERING,COE,1,UNIVERSIDAD DE ZAMBOANGA,94.81,87.4,66.81,75.28,79.78,90.6,28,12
303,303,303,BS ELECTRICAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,94.11,99.7,99.71,99.91,83.75,99.55,22,12
304,304,304,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,92.71,90.94,51.68,92.22,97.87,92.9,7,12
305,305,305,BS ELECTRICAL ENGINEERING,COE,1,NONE,88.66,90.94,91.97,84.63,79.78,91.56,13,12
306,306,306,BS ELECTRICAL ENGINEERING,COE,1,REGIONAL SCIENCE HIGH SCHOOL,97.39,77.12,98.58,99.61,87.72,98.81,11,12
307,307,307,BS ELECTRICAL ENGINEERING,COE,1,NONE,78.85,90.94,72.66,18.16,87.72,79.72,13,12
308,308,308,BS ELECTRICAL ENGINEERING,COE,1,KABASALAN SCIENCE & TECHNOLOGY HIGH SCHOOL,47.0,71.99,89.19,75.28,91.68,75.16,75,12
309,309,309,BS ELECTRICAL ENGINEERING,COE,1,BUNGUIAO NATIONAL HIGH SCHOOL,31.88,66.85,93.41,53.82,83.75,65.83,0,12
310,310,310,BS ELECTRICAL ENGINEERING,COE,1,NOTRE DAME OF JOLO COLLEGE,63.53,61.11,91.97,75.28,63.1,75.16,9,12
311,311,311,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,61.05,77.12,91.97,98.29,72.9,86.26,7,12
312,312,312,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,80.58,48.4,51.68,75.28,63.1,73.34,7,12
313,313,313,BS ELECTRICAL ENGINEERING,COE,1,MARIA CLARA LOBREGAT NATIONAL HIGH SCHOOL,78.85,82.26,76.79,95.71,83.75,88.22,18,12
314,314,314,BS ELECTRICAL ENGINEERING,COE,1,PILAR COLLEGE,66.01,90.94,72.66,18.16,97.87,76.98,3,12
315,315,315,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,92.71,77.12,89.19,96.87,95.65,95.1,7,12
316,316,316,BS ELECTRICAL ENGINEERING,COE,1,ZAMBOANGA CHONG HUA HIGH SCHOOL,89.71,92.88,96.28,94.54,98.34,96.35,10,12
317,317,317,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,80.58,92.88,91.97,97.62,83.75,92.9,7,12
318,318,318,BS ELECTRICAL ENGINEERING,COE,1,SOUTHERN CITY COLLEGES,90.77,61.11,59.25,63.45,43.49,79.72,14,12
319,319,319,BS ELECTRICAL ENGINEERING,COE,1,FILIPINO-TURKISH TOLERANCE HIGH SCHOOL,76.83,35.7,59.25,79.96,72.9,72.43,23,12
320,320,320,BS ELECTRICAL ENGINEERING,COE,1,COLEGIO DE LA CIUDAD DE ZAMBOANGA,91.83,92.88,36.55,70.61,79.78,86.95,31,12
321,321,321,BS ELECTRICAL ENGINEERING,COE,1,BASILAN NATIONAL HIGH SCHOOL,90.77,82.26,94.84,94.54,83.75,94.16,24,12
322,322,322,BS ELECTRICAL ENGINEERING,COE,1,CLARET COLLEGE OF ISABELA,61.05,30.03,44.12,53.82,95.65,62.48,22,12
323,323,323,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,84.91,94.82,93.41,92.22,72.9,92.03,7,12
324,324,324,BS ELECTRICAL ENGINEERING,COE,1,WESTERN MINDANAO STATE UNIVERSITY,97.39,90.94,99.43,99.75,87.72,99.36,7,12
325,325,325,BATSILYER NG SINING SA FILIPINO,CLA,1,MERCEDES NATIONAL HIGH SCHOOL,47.0,54.75,89.19,79.96,53.29,66.95,57,13
326,326,326,BATSILYER NG SINING SA FILIPINO,CLA,1,RECODO NATIONAL HIGH SCHOOL,68.5,61.11,59.25,53.82,87.72,71.42,56,13
327,327,327,BATSILYER NG SINING SA FILIPINO,CLA,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,80.58,61.11,18.75,44.18,79.78,68.07,20,13
328,328,328,BATSILYER NG SINING SA FILIPINO,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,63.53,87.4,59.25,75.28,79.78,75.16,7,13
329,329,329,BATSILYER NG SINING SA FILIPINO,CLA,1,"UNIVERSAL COLLEGE OF SOUTHEAST ASIA AND THE FACIFIC, INC.",76.83,48.4,72.66,44.18,43.49,68.07,64,13
330,330,330,BATSILYER NG SINING SA FILIPINO,CLA,1,ATENEO DE ZAMBOANGA UNIVERSITY,70.75,54.75,91.97,75.28,53.29,76.07,19,13
331,331,331,BATSILYER NG SINING SA FILIPINO,CLA,1,COLEGIO DE LA CIUDAD DE ZAMBOANGA,87.6,87.4,80.93,84.63,4.24,82.81,31,13
332,332,332,BATSILYER NG SINING SA FILIPINO,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,80.58,77.12,72.66,53.82,72.9,78.81,7,13
333,333,333,BATSILYER NG SINING SA FILIPINO,CLA,1,BALIWASAN SENIOR HIGH SCHOOL WEST,66.01,61.11,66.81,63.45,63.1,68.07,52,13
334,334,334,BATSILYER NG SINING SA FILIPINO,CLA,1,CURUAN NATIONAL HIGH SCHOOL,76.83,82.26,76.79,24.91,79.78,76.98,36,13
335,335,335,BATSILYER NG SINING SA FILIPINO,CLA,1,CURUAN NATIONAL HIGH SCHOOL,74.8,66.85,76.79,79.96,79.78,79.72,36,13
336,336,336,BATSILYER NG SINING SA FILIPINO,CLA,1,SOUTHERN CITY COLLEGES,74.8,48.4,36.55,44.18,43.49,61.37,14,13
337,337,337,BATSILYER NG SINING SA FILIPINO,CLA,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,55.84,71.99,80.93,34.54,79.78,68.07,8,13
338,338,338,BATSILYER NG SINING SA FILIPINO,CLA,1,AYALA NATIONAL HIGH SCHOOL,68.5,71.99,66.81,18.16,43.49,63.6,5,13
339,339,339,BATSILYER NG SINING SA FILIPINO,CLA,1,UNIVERSIDAD DE ZAMBOANGA SENIOR HIGH SCHOOL,83.47,90.94,80.93,89.31,91.68,90.13,8,13
340,340,340,BATSILYER NG SINING SA FILIPINO,CLA,1,WESTERN MINDANAO STATE UNIVERSITY,84.91,94.82,80.93,75.28,72.9,88.22,7,13
341,341,341,BATSILYER NG SINING SA FILIPINO,CLA,1,MANICAHAN NATIONAL HIGH SCHOOL,66.01,54.75,72.66,79.96,9.69,63.6,61,13
342,342,342,BATSILYER NG SINING SA FILIPINO,CLA,1,SYSTEM TECHNOLOGY INSTITUTE,63.53,90.94,76.79,63.45,83.75,77.9,15,13
343,343,343,BATSILYER NG SINING SA FILIPINO,CLA,1,UNIVERSIDAD DE ZAMBOANGA,72.78,87.4,59.25,63.45,33.69,72.43,28,13
344,344,344,BATSILYER NG SINING SA FILIPINO,CLA,1,AMA COMPUTER COLLEGE,61.05,90.94,24.36,63.45,63.1,65.83,66,13
345,345,345,BATSILYER NG SINING SA FILIPINO,CLA,1,AMA COMPUTER COLLEGE,76.83,48.4,36.55,53.82,43.49,63.6,66,13
346,346,346,BATSILYER NG SINING SA FILIPINO,CLA,1,SIBUCO NATIONAL HIGH SCHOOL,47.0,82.26,59.25,18.16,83.75,61.37,76,13
347,347,347,BATSILYER NG SINING SA FILIPINO,CLA,1,SINDANGAN NATIONAL HIGH SCHOOL,68.5,61.11,76.79,63.45,33.69,68.07,77,13
348,348,348,BATSILYER NG SINING SA FILIPINO,CLA,1,ZAMBOANGA CITY STATE POLYTECHNIC COLLEGE,68.5,66.85,36.55,53.82,72.9,65.83,20,13
349,349,349,BATSILYER NG SINING SA FILIPINO,CLA,1,AMA COMPUTER COLLEGE,70.75,71.99,59.25,18.16,79.78,68.07,66,13
350,350,350,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,BASILAN NATIONAL HIGH SCHOOL,80.58,54.75,66.81,44.18,79.78,74.25,24,14
351,351,351,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,NONE,68.5,54.75,51.68,84.63,33.69,66.95,13,14
352,352,352,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,"SIBUGAY TECHNICAL INSTITUTE, INC.",88.66,87.4,66.81,89.31,63.1,87.64,78,14
353,353,353,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,AYALA NATIONAL HIGH SCHOOL,72.78,48.4,59.25,70.61,26.06,64.72,5,14
354,354,354,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,BALIWASAN SENIOR HIGH SCHOOL - WEST,34.94,92.88,76.79,70.61,87.72,71.42,33,14
355,355,355,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,AMA COMPUTER COLLEGE,63.53,77.12,66.81,63.45,87.72,74.25,66,14
356,356,356,BACHELOR OF PHYSICAL EDUCATION,CSSPE,1,WESTERN MINDANAO STATE UNIVERSITY,76.83,77.12,51.68,53.82,20.6,68.07,7,14
